year,S_sd_10,D_rise_10,S_jump_10,ISO3
1980,-0.6855134253692442,3.0,0.25287356321839083,KNA
1981,-0.6855134253692442,3.0,0.25287356321839083,KNA
1982,-0.6855134253692442,3.0,0.25287356321839083,KNA
1983,-0.6724137931034482,2.2413793103448274,0.0,KNA
1984,-0.0,0.0,,KNA
1985,-0.0,0.0,,KNA
1986,-0.0,0.0,,KNA
1987,-0.0,0.0,,KNA
1988,-0.0,0.0,,KNA
1989,-0.0,0.0,,KNA
1990,-0.0,0.0,,KNA
1991,-0.0,0.0,,KNA
1992,-0.0,0.0,,KNA
1993,-0.07498110355253215,0.24993701184177386,,KNA
1994,-0.07498110355253215,0.24993701184177386,,KNA
1995,-0.07980395770711726,0.3729218906845513,,KNA
1996,-0.07980395770711726,0.3729218906845513,,KNA
1997,-0.07980395770711726,0.3729218906845513,,KNA
1998,-0.07980395770711726,0.3729218906845513,,KNA
1999,-0.07980395770711726,0.3729218906845513,,KNA
2000,-0.07980395770711726,0.3729218906845513,,KNA
2001,-0.1847051970528602,0.9711526634101375,0.3839992461896372,KNA
2002,-0.1847051970528602,0.9711526634101375,0.3839992461896372,KNA
2003,-0.1791619759472156,0.7212156515683636,0.17052441745452018,KNA
2004,-0.1791619759472156,0.7212156515683636,0.17052441745452018,KNA
2005,-0.1787584978954828,0.6248344275806814,0.04257712712486539,KNA
2006,-0.17869479971300886,0.626680997503986,0.0453982566755885,KNA
2007,-0.17869479971300886,0.626680997503986,0.0453982566755885,KNA
2008,-0.46227197223683025,2.119141601378941,0.2957239842284254,KNA
2009,-0.46227197223683025,2.119141601378941,0.2957239842284254,KNA
2010,-0.46227197223683025,2.119141601378941,0.2957239842284254,KNA
2011,-0.4468593563437407,1.5209108286533546,0.018706043932628313,KNA
2012,-0.4468593563437407,1.5209108286533546,0.018706043932628313,KNA
2013,-0.4468593563437407,1.5209108286533546,0.018706043932628313,KNA
2014,-0.4468593563437407,1.5209108286533546,0.018706043932628313,KNA
2015,-0.4476769673517706,1.4943071737982594,0.0012357365043030866,KNA
2016,-0.4477381811624865,1.4924606038749548,0.0,KNA
2017,-0.4477381811624865,1.4924606038749548,0.0,KNA
2018,-0.0,0.0,,KNA
2019,-0.0,0.0,,KNA
2020,-0.0,0.0,,KNA
2021,-0.0,0.0,,KNA
2022,-0.0,0.0,,KNA
2023,-0.0,0.0,,KNA
1948,,,,KOR
1949,,,,KOR
1950,,,,KOR
1951,,,,KOR
1952,,,,KOR
1953,,,,KOR
1954,,,,KOR
1955,,,,KOR
1956,-0.0,0.0,,KOR
1957,-0.0,0.0,,KOR
1958,-0.0,0.0,,KOR
1959,-0.0,0.0,,KOR
1960,-0.0,0.0,,KOR
1961,-0.0,0.0,,KOR
1962,-0.0,0.0,,KOR
1963,-0.0,0.0,,KOR
1964,-0.0,0.0,,KOR
1965,-0.0,0.0,,KOR
1966,-0.0,0.0,,KOR
1967,-0.0,0.0,,KOR
1968,-0.0,0.0,,KOR
1969,-0.0,0.0,,KOR
1970,-0.0,0.0,,KOR
1971,-0.0,0.0,,KOR
1972,-0.0,0.0,,KOR
1973,-0.0,0.0,,KOR
1974,-0.0,0.0,,KOR
1975,-0.0,0.0,,KOR
1976,-0.6,2.0,0.0,KOR
1977,-0.6,2.0,0.0,KOR
1978,-0.6,2.0,0.0,KOR
1979,-0.6,2.0,0.0,KOR
1980,-0.6,2.0,0.0,KOR
1981,-0.6,2.0,0.0,KOR
1982,-0.6,2.0,0.0,KOR
1983,-0.6,2.0,0.0,KOR
1984,-0.6,2.0,0.0,KOR
1985,-0.6,2.0,0.0,KOR
1986,-0.0,0.0,,KOR
1987,-0.0,0.0,,KOR
1988,-0.0,0.0,,KOR
1989,-0.0,0.0,,KOR
1990,-0.0,0.0,,KOR
1991,-0.0,0.0,,KOR
1992,-0.0,0.0,,KOR
1993,-0.0,0.0,,KOR
1994,-0.0,0.0,,KOR
1995,-0.0,0.0,,KOR
1996,-0.0,0.0,,KOR
1997,-0.0,0.0,,KOR
1998,-0.0,0.0,,KOR
1999,-0.0,0.0,,KOR
2000,-0.0,0.0,,KOR
2001,-0.0,0.0,,KOR
2002,-0.0,0.0,,KOR
2003,-0.0,0.0,,KOR
2004,-1.2,4.0,0.0,KOR
2005,-1.2,4.0,0.0,KOR
2006,-1.2,4.0,0.0,KOR
2007,-1.2,4.0,0.0,KOR
2008,-1.2,4.0,0.0,KOR
2009,-1.2,4.0,0.0,KOR
2010,-1.2,4.0,0.0,KOR
2011,-1.2,4.0,0.0,KOR
2012,-1.2,4.0,0.0,KOR
2013,-1.2,4.0,0.0,KOR
2014,-0.0,0.0,,KOR
2015,-0.0,0.0,,KOR
2016,-0.0,0.0,,KOR
2017,-0.0,0.0,,KOR
2018,-0.0,0.0,,KOR
2019,-0.0,0.0,,KOR
2020,-0.0,0.0,,KOR
2021,-0.0,0.0,,KOR
2022,-0.0,0.0,,KOR
2023,-0.0,0.0,,KOR
1948,,,,KWT
1949,,,,KWT
1950,,,,KWT
1951,,,,KWT
1952,,,,KWT
1953,,,,KWT
1954,,,,KWT
1955,,,,KWT
1956,-0.0,0.0,,KWT
1957,-0.0,0.0,,KWT
1958,-0.0,0.0,,KWT
1959,-0.0,0.0,,KWT
1960,-0.0,0.0,,KWT
1961,-0.0,0.0,,KWT
1962,-0.0,0.0,,KWT
1963,-0.0,0.0,,KWT
1964,-0.0,0.0,,KWT
1965,-0.0,0.0,,KWT
1966,-0.0,0.0,,KWT
1967,-0.0,0.0,,KWT
1968,-0.0,0.0,,KWT
1969,-0.0,0.0,,KWT
1970,-0.0,0.0,,KWT
1971,-0.0,0.0,,KWT
1972,-0.0,0.0,,KWT
1973,-0.0,0.0,,KWT
1974,-0.0,0.0,,KWT
1975,-0.0,0.0,,KWT
1976,-0.0,0.0,,KWT
1977,-0.0,0.0,,KWT
1978,-0.0,0.0,,KWT
1979,-0.0,0.0,,KWT
1980,-0.0,0.0,,KWT
1981,-0.0,0.0,,KWT
1982,-0.0,0.0,,KWT
1983,-0.0,0.0,,KWT
1984,-0.0,0.0,,KWT
1985,-0.0,0.0,,KWT
1986,-0.0,0.0,,KWT
1987,-0.0,0.0,,KWT
1988,-0.0,0.0,,KWT
1989,-0.0,0.0,,KWT
1990,-0.0,0.0,,KWT
1991,-0.0,0.0,,KWT
1992,-0.0,0.0,,KWT
1993,-0.0,0.0,,KWT
1994,-0.0,0.0,,KWT
1995,-0.0,0.0,,KWT
1996,-0.0,0.0,,KWT
1997,-0.0,0.0,,KWT
1998,-0.15238095238095237,0.5079365079365079,0.0,KWT
1999,-0.15238095238095237,0.5079365079365079,0.0,KWT
2000,-0.15238095238095237,0.5079365079365079,0.0,KWT
2001,-0.15238095238095237,0.5079365079365079,0.0,KWT
2002,-0.15238095238095237,0.5079365079365079,0.0,KWT
2003,-0.7462157827713389,3.0,0.1693121693121693,KWT
2004,-0.7462157827713389,3.0,0.1693121693121693,KWT
2005,-0.7462157827713389,3.0,0.1693121693121693,KWT
2006,-0.7462157827713389,3.0,0.1693121693121693,KWT
2007,-0.7462157827713389,3.0,0.1693121693121693,KWT
2008,-0.7476190476190476,2.492063492063492,0.0,KWT
2009,-0.8652047936505735,4.246741246741247,0.4131821678620551,KWT
2010,-0.8652047936505735,4.246741246741247,0.4131821678620551,KWT
2011,-0.8652047936505735,4.246741246741247,0.4131821678620551,KWT
2012,-0.8652047936505735,4.246741246741247,0.4131821678620551,KWT
2013,-0.6107144600756892,3.0,0.415107415107415,KWT
2014,-0.6107144600756892,3.0,0.415107415107415,KWT
2015,-0.6107144600756892,3.0,0.415107415107415,KWT
2016,-0.6107144600756892,3.0,0.415107415107415,KWT
2017,-0.6107144600756892,3.0,0.415107415107415,KWT
2018,-0.6107144600756892,3.0,0.415107415107415,KWT
2019,-0.37359667359667353,1.245322245322245,0.0,KWT
2020,-0.37359667359667353,1.245322245322245,0.0,KWT
2021,-0.37359667359667353,1.245322245322245,0.0,KWT
2022,-0.37359667359667353,1.245322245322245,0.0,KWT
2023,-0.0,0.0,,KWT
1948,,,,LAO
1949,,,,LAO
1950,,,,LAO
1951,,,,LAO
1952,,,,LAO
1953,,,,LAO
1954,,,,LAO
1955,,,,LAO
1956,-0.0,0.0,,LAO
1957,-0.0,0.0,,LAO
1958,-0.0,0.0,,LAO
1959,-0.0,0.0,,LAO
1960,-0.0,0.0,,LAO
1961,-0.0,0.0,,LAO
1962,-0.0,0.0,,LAO
1963,-0.0,0.0,,LAO
1964,-0.0,0.0,,LAO
1965,-0.0,0.0,,LAO
1966,-0.0,0.0,,LAO
1967,-0.0,0.0,,LAO
1968,-0.0,0.0,,LAO
1969,-0.0,0.0,,LAO
1970,-0.0,0.0,,LAO
1971,-0.0,0.0,,LAO
1972,-0.0,0.0,,LAO
1973,-0.0,0.0,,LAO
1974,-0.0,0.0,,LAO
1975,-0.0,0.0,,LAO
1976,-0.6,2.0,0.0,LAO
1977,-0.6,2.0,0.0,LAO
1978,-0.6,2.0,0.0,LAO
1979,-0.6,2.0,0.0,LAO
1980,-0.6,2.0,0.0,LAO
1981,-0.6,2.0,0.0,LAO
1982,-0.6,2.0,0.0,LAO
1983,-0.6,2.0,0.0,LAO
1984,-0.6,2.0,0.0,LAO
1985,-0.6,2.0,0.0,LAO
1986,-0.0,0.0,,LAO
1987,-0.0,0.0,,LAO
1988,-0.0,0.0,,LAO
1989,-0.0,0.0,,LAO
1990,-0.0,0.0,,LAO
1991,-0.0,0.0,,LAO
1992,-0.0,0.0,,LAO
1993,-0.0,0.0,,LAO
1994,-0.0,0.0,,LAO
1995,-0.0,0.0,,LAO
1996,-0.0,0.0,,LAO
1997,-0.0,0.0,,LAO
1998,-0.6,2.0,0.0,LAO
1999,-0.6,2.0,0.0,LAO
2000,-0.6,2.0,0.0,LAO
2001,-0.6,2.0,0.0,LAO
2002,-0.6,2.0,0.0,LAO
2003,-0.6,2.0,0.0,LAO
2004,-0.6,2.0,0.0,LAO
2005,-0.6024138895568941,2.507936507936508,0.20253164556962022,LAO
2006,-0.6024138895568941,2.507936507936508,0.20253164556962022,LAO
2007,-0.6024138895568941,2.507936507936508,0.20253164556962022,LAO
2008,-0.15238095238095248,0.5079365079365079,0.0,LAO
2009,-0.15238095238095248,0.5079365079365079,0.0,LAO
2010,-0.20003149159981107,1.0,0.4920634920634921,LAO
2011,-0.20003149159981107,1.0,0.4920634920634921,LAO
2012,-0.20003149159981107,1.0,0.4920634920634921,LAO
2013,-0.20003149159981107,1.0,0.4920634920634921,LAO
2014,-0.20003149159981107,1.0,0.4920634920634921,LAO
2015,-0.14761904761904773,0.4920634920634921,,LAO
2016,-0.14761904761904773,0.4920634920634921,,LAO
2017,-0.14761904761904773,0.4920634920634921,,LAO
2018,-0.14761904761904773,0.4920634920634921,,LAO
2019,-0.14761904761904773,0.4920634920634921,,LAO
2020,-0.0,0.0,,LAO
2021,-0.0,0.0,,LAO
2022,-0.0,0.0,,LAO
2023,-0.0,0.0,,LAO
1948,,,,LBN
1949,,,,LBN
1950,,,,LBN
1951,,,,LBN
1952,,,,LBN
1953,,,,LBN
1954,,,,LBN
1955,,,,LBN
1956,-0.0,0.0,,LBN
1957,-0.0,0.0,,LBN
1958,-0.0,0.0,,LBN
1959,-0.0,0.0,,LBN
1960,-0.0,0.0,,LBN
1961,-0.0,0.0,,LBN
1962,-0.0,0.0,,LBN
1963,-0.0,0.0,,LBN
1964,-0.0,0.0,,LBN
1965,-0.0,0.0,,LBN
1966,-0.0,0.0,,LBN
1967,-0.0,0.0,,LBN
1968,-0.0,0.0,,LBN
1969,-0.0,0.0,,LBN
1970,-0.0,0.0,,LBN
1971,-0.0,0.0,,LBN
1972,-0.0,0.0,,LBN
1973,-0.0,0.0,,LBN
1974,-0.0,0.0,,LBN
1975,-0.0,0.0,,LBN
1976,-0.0,0.0,,LBN
1977,-0.0,0.0,,LBN
1978,-0.0,0.0,,LBN
1979,-0.0,0.0,,LBN
1980,-0.0,0.0,,LBN
1981,-0.0,0.0,,LBN
1982,-0.0,0.0,,LBN
1983,-0.0,0.0,,LBN
1984,-0.0,0.0,,LBN
1985,-0.0,0.0,,LBN
1986,-0.0,0.0,,LBN
1987,-0.0,0.0,,LBN
1988,-0.0,0.0,,LBN
1989,-0.0,0.0,,LBN
1990,-0.0,0.0,,LBN
1991,-0.0,0.0,,LBN
1992,-0.0,0.0,,LBN
1993,-0.0,0.0,,LBN
1994,-0.0,0.0,,LBN
1995,-0.0,0.0,,LBN
1996,-0.0,0.0,,LBN
1997,-0.0,0.0,,LBN
1998,-0.15238095238095237,0.5079365079365079,0.0,LBN
1999,-0.15238095238095237,0.5079365079365079,0.0,LBN
2000,-0.15238095238095237,0.5079365079365079,0.0,LBN
2001,-0.15238095238095237,0.5079365079365079,0.0,LBN
2002,-0.15238095238095237,0.5079365079365079,0.0,LBN
2003,-0.15238095238095237,0.5079365079365079,0.0,LBN
2004,-0.7394498421193404,2.9769630566090743,0.17062237531260316,LBN
2005,-0.7394498421193404,2.9769630566090743,0.17062237531260316,LBN
2006,-0.733453844855343,3.4139589059316524,0.27678492427582946,LBN
2007,-0.8092322342558292,4.994455598701778,0.505646511440737,LBN
2008,-0.8229302468042057,4.48651909076527,0.44967880472087285,LBN
2009,-0.8229302468042057,4.48651909076527,0.44967880472087285,LBN
2010,-0.8229302468042057,4.48651909076527,0.44967880472087285,LBN
2011,-0.8229302468042057,4.48651909076527,0.44967880472087285,LBN
2012,-0.8229302468042057,4.48651909076527,0.44967880472087285,LBN
2013,-0.8226825737426348,4.4910821820992055,0.4502379496608314,LBN
2014,-0.477502365598093,2.022055633426639,0.2183713115292647,LBN
2015,-0.477502365598093,2.022055633426639,0.2183713115292647,LBN
2016,-0.47399885714434237,1.585059784104061,0.002878813392211854,LBN
2017,-0.0013689274002074777,0.004563091333935176,,LBN
2018,-0.0013689274002074777,0.004563091333935176,,LBN
2019,-0.0013689274002074777,0.004563091333935176,,LBN
2020,-0.0013689274002074777,0.004563091333935176,,LBN
2021,-0.0013689274002074777,0.004563091333935176,,LBN
2022,-0.0013689274002074777,0.004563091333935176,,LBN
2023,-8.584751892066791e-09,0.0,,LBN
1948,,,,LBR
1949,,,,LBR
1950,,,,LBR
1951,,,,LBR
1952,,,,LBR
1953,,,,LBR
1954,,,,LBR
1955,,,,LBR
1956,-0.0,0.0,,LBR
1957,-0.0,0.0,,LBR
1958,-0.0,0.0,,LBR
1959,-0.0,0.0,,LBR
1960,-0.0,0.0,,LBR
1961,-0.0,0.0,,LBR
1962,-0.0,0.0,,LBR
1963,-0.0,0.0,,LBR
1964,-0.0,0.0,,LBR
1965,-0.0,0.0,,LBR
1966,-0.0,0.0,,LBR
1967,-0.0,0.0,,LBR
1968,-0.0,0.0,,LBR
1969,-0.0,0.0,,LBR
1970,-0.0,0.0,,LBR
1971,-0.0,0.0,,LBR
1972,-0.0,0.0,,LBR
1973,-0.0,0.0,,LBR
1974,-0.0,0.0,,LBR
1975,-0.0,0.0,,LBR
1976,-0.0,0.0,,LBR
1977,-0.0,0.0,,LBR
1978,-0.0,0.0,,LBR
1979,-0.0,0.0,,LBR
1980,-0.0,0.0,,LBR
1981,-0.0,0.0,,LBR
1982,-0.0,0.0,,LBR
1983,-0.0,0.0,,LBR
1984,-0.0,0.0,,LBR
1985,-0.0,0.0,,LBR
1986,-0.0,0.0,,LBR
1987,-0.0,0.0,,LBR
1988,-0.0,0.0,,LBR
1989,-0.0,0.0,,LBR
1990,-0.0,0.0,,LBR
1991,-0.0,0.0,,LBR
1992,-0.0,0.0,,LBR
1993,-0.6,2.0,0.0,LBR
1994,-0.6176169152341549,2.7586206896551726,0.275,LBR
1995,-0.6176169152341549,2.7586206896551726,0.275,LBR
1996,-0.6176169152341549,2.7586206896551726,0.275,LBR
1997,-0.6176169152341549,2.7586206896551726,0.275,LBR
1998,-0.6176169152341549,2.7586206896551726,0.275,LBR
1999,-0.6176169152341549,2.7586206896551726,0.275,LBR
2000,-0.6176169152341549,2.7586206896551726,0.275,LBR
2001,-0.6176169152341549,2.7586206896551726,0.275,LBR
2002,-0.6176169152341549,2.7586206896551726,0.275,LBR
2003,-0.22758620689655185,0.7586206896551726,0.0,LBR
2004,-0.0,0.0,,LBR
2005,-0.0,0.0,,LBR
2006,-0.0,0.0,,LBR
2007,-0.0,0.0,,LBR
2008,-0.0,0.0,,LBR
2009,-0.0,0.0,,LBR
2010,-0.0,0.0,,LBR
2011,-0.0,0.0,,LBR
2012,-0.0,0.0,,LBR
2013,-0.0,0.0,,LBR
2014,-0.0,0.0,,LBR
2015,-0.0,0.0,,LBR
2016,-0.0,0.0,,LBR
2017,-0.0,0.0,,LBR
2018,-0.0,0.0,,LBR
2019,-0.0,0.0,,LBR
2020,-0.07241379310344823,0.2413793103448274,,LBR
2021,-0.07241379310344823,0.2413793103448274,,LBR
2022,-0.07241379310344823,0.2413793103448274,,LBR
2023,-0.07241379310344823,0.2413793103448274,,LBR
1948,,,,LBY
1949,,,,LBY
1950,,,,LBY
1951,,,,LBY
1952,,,,LBY
1953,,,,LBY
1954,,,,LBY
1955,,,,LBY
1956,-0.0,0.0,,LBY
1957,-0.0,0.0,,LBY
1958,-0.0,0.0,,LBY
1959,-0.0,0.0,,LBY
1960,-0.0,0.0,,LBY
1961,-0.0,0.0,,LBY
1962,-0.0,0.0,,LBY
1963,-0.0,0.0,,LBY
1964,-0.0,0.0,,LBY
1965,-0.0,0.0,,LBY
1966,-0.0,0.0,,LBY
1967,-0.0,0.0,,LBY
1968,-0.0,0.0,,LBY
1969,-0.0,0.0,,LBY
1970,-0.0,0.0,,LBY
1971,-0.0,0.0,,LBY
1972,-0.0,0.0,,LBY
1973,-0.0,0.0,,LBY
1974,-0.0,0.0,,LBY
1975,-0.0,0.0,,LBY
1976,-0.0,0.0,,LBY
1977,-0.0,0.0,,LBY
1978,-0.0,0.0,,LBY
1979,-0.0,0.0,,LBY
1980,-0.0,0.0,,LBY
1981,-0.0,0.0,,LBY
1982,-0.0,0.0,,LBY
1983,-0.0,0.0,,LBY
1984,-0.0,0.0,,LBY
1985,-0.0,0.0,,LBY
1986,-0.0,0.0,,LBY
1987,-0.0,0.0,,LBY
1988,-0.0,0.0,,LBY
1989,-0.2275862068965517,0.7586206896551724,0.0,LBY
1990,-0.2275862068965517,0.7586206896551724,0.0,LBY
1991,-0.2275862068965517,0.7586206896551724,0.0,LBY
1992,-0.2275862068965517,0.7586206896551724,0.0,LBY
1993,-0.2275862068965517,0.7586206896551724,0.0,LBY
1994,-0.30344827586206896,1.5172413793103448,0.5,LBY
1995,-0.30344827586206896,1.5172413793103448,0.5,LBY
1996,-0.30344827586206896,1.5172413793103448,0.5,LBY
1997,-0.30344827586206896,1.5172413793103448,0.5,LBY
1998,-0.3160499406962688,2.0251778872468527,0.6254054054054055,LBY
1999,-0.25943942132808084,1.2665571975916803,0.40103716508210885,LBY
2000,-0.25943942132808084,1.2665571975916803,0.40103716508210885,LBY
2001,-0.25943942132808084,1.2665571975916803,0.40103716508210885,LBY
2002,-0.25943942132808084,1.2665571975916803,0.40103716508210885,LBY
2003,-0.25943942132808084,1.2665571975916803,0.40103716508210885,LBY
2004,-0.15238095238095237,0.5079365079365079,0.0,LBY
2005,-0.15238095238095237,0.5079365079365079,0.0,LBY
2006,-0.15238095238095237,0.5079365079365079,0.0,LBY
2007,-0.15238095238095237,0.5079365079365079,0.0,LBY
2008,-0.0,0.0,,LBY
2009,-0.520032840722496,1.73344280240832,0.0,LBY
2010,-0.520032840722496,1.73344280240832,0.0,LBY
2011,-0.520032840722496,1.73344280240832,0.0,LBY
2012,-0.520032840722496,1.73344280240832,0.0,LBY
2013,-0.520032840722496,1.73344280240832,0.0,LBY
2014,-0.520032840722496,1.73344280240832,0.0,LBY
2015,-0.520032840722496,1.73344280240832,0.0,LBY
2016,-0.520032840722496,1.73344280240832,0.0,LBY
2017,-0.520032840722496,1.73344280240832,0.0,LBY
2018,-0.520032840722496,1.73344280240832,0.0,LBY
2019,-0.0,0.0,,LBY
2020,-0.07241379310344823,0.2413793103448274,,LBY
2021,-0.07241379310344823,0.2413793103448274,,LBY
2022,-0.07241379310344823,0.2413793103448274,,LBY
2023,-0.07241379310344823,0.2413793103448274,,LBY
1948,,,,LCA
1949,,,,LCA
1950,,,,LCA
1951,,,,LCA
1952,,,,LCA
1953,,,,LCA
1954,,,,LCA
1955,,,,LCA
1956,-0.0,0.0,,LCA
1957,-0.0,0.0,,LCA
1958,-0.0,0.0,,LCA
1959,-0.0,0.0,,LCA
1960,-0.0,0.0,,LCA
1961,-0.0,0.0,,LCA
1962,-0.0,0.0,,LCA
1963,-0.0,0.0,,LCA
1964,-0.0,0.0,,LCA
1965,-0.0,0.0,,LCA
1966,-0.0,0.0,,LCA
1967,-0.0,0.0,,LCA
1968,-0.15238095238095237,0.5079365079365079,0.0,LCA
1969,-0.15238095238095237,0.5079365079365079,0.0,LCA
1970,-0.15238095238095237,0.5079365079365079,0.0,LCA
1971,-0.15238095238095237,0.5079365079365079,0.0,LCA
1972,-0.15238095238095237,0.5079365079365079,0.0,LCA
1973,-0.2594394213280809,1.2665571975916805,0.40103716508210885,LCA
1974,-0.6802002797219433,3.507936507936508,0.36105476673427994,LCA
1975,-0.6802002797219433,3.507936507936508,0.36105476673427994,LCA
1976,-0.6802002797219433,3.507936507936508,0.36105476673427994,LCA
1977,-0.6802002797219433,3.507936507936508,0.36105476673427994,LCA
1978,-0.6855134253692442,3.0,0.25287356321839083,LCA
1979,-0.6855134253692442,3.0,0.25287356321839083,LCA
1980,-0.6855134253692442,3.0,0.25287356321839083,LCA
1981,-0.6855134253692442,3.0,0.25287356321839083,LCA
1982,-0.6855134253692442,3.0,0.25287356321839083,LCA
1983,-0.6724137931034482,2.2413793103448274,0.0,LCA
1984,-0.0,0.0,,LCA
1985,-0.0,0.0,,LCA
1986,-0.0,0.0,,LCA
1987,-0.0,0.0,,LCA
1988,-0.0,0.0,,LCA
1989,-0.0,0.0,,LCA
1990,-0.0,0.0,,LCA
1991,-0.0,0.0,,LCA
1992,-0.0,0.0,,LCA
1993,-0.07498110355253215,0.24993701184177386,,LCA
1994,-0.07498110355253215,0.24993701184177386,,LCA
1995,-0.07980395770711726,0.3729218906845513,,LCA
1996,-0.07980395770711726,0.3729218906845513,,LCA
1997,-0.07980395770711726,0.3729218906845513,,LCA
1998,-0.07980395770711726,0.3729218906845513,,LCA
1999,-0.07980395770711726,0.3729218906845513,,LCA
2000,-0.07980395770711726,0.3729218906845513,,LCA
2001,-0.1847051970528602,0.9711526634101375,0.3839992461896372,LCA
2002,-0.1847051970528602,0.9711526634101375,0.3839992461896372,LCA
2003,-0.1791619759472156,0.7212156515683636,0.17052441745452018,LCA
2004,-0.1791619759472156,0.7212156515683636,0.17052441745452018,LCA
2005,-0.1787584978954828,0.6248344275806814,0.04257712712486539,LCA
2006,-0.17869479971300886,0.626680997503986,0.0453982566755885,LCA
2007,-0.17869479971300886,0.626680997503986,0.0453982566755885,LCA
2008,-0.46227197223683025,2.119141601378941,0.2957239842284254,LCA
2009,-0.46227197223683025,2.119141601378941,0.2957239842284254,LCA
2010,-0.46227197223683025,2.119141601378941,0.2957239842284254,LCA
2011,-0.4468593563437407,1.5209108286533546,0.018706043932628313,LCA
2012,-0.4468593563437407,1.5209108286533546,0.018706043932628313,LCA
2013,-0.4468593563437407,1.5209108286533546,0.018706043932628313,LCA
2014,-0.4468593563437407,1.5209108286533546,0.018706043932628313,LCA
2015,-0.4476769673517706,1.4943071737982594,0.0012357365043030866,LCA
2016,-0.4477381811624865,1.4924606038749548,0.0,LCA
2017,-0.4477381811624865,1.4924606038749548,0.0,LCA
2018,-0.0,0.0,,LCA
2019,-0.0,0.0,,LCA
2020,-0.0,0.0,,LCA
2021,-0.0,0.0,,LCA
2022,-0.0,0.0,,LCA
2023,-0.0,0.0,,LCA
1948,,,,LIE
1949,,,,LIE
1950,,,,LIE
1951,,,,LIE
1952,,,,LIE
1953,,,,LIE
1954,,,,LIE
1955,,,,LIE
1956,-0.0,0.0,,LIE
1957,-0.0,0.0,,LIE
1958,-0.0,0.0,,LIE
1959,-0.0,0.0,,LIE
1960,-0.0,0.0,,LIE
1961,-0.0,0.0,,LIE
1962,-0.0,0.0,,LIE
1963,-0.0,0.0,,LIE
1964,-0.0,0.0,,LIE
1965,-0.0,0.0,,LIE
1966,-0.0,0.0,,LIE
1967,-0.0,0.0,,LIE
1968,-0.0,0.0,,LIE
1969,-0.0,0.0,,LIE
1970,-0.0,0.0,,LIE
1971,-0.0,0.0,,LIE
1972,-0.0,0.0,,LIE
1973,-0.0,0.0,,LIE
1974,-0.0,0.0,,LIE
1975,-0.0,0.0,,LIE
1976,-0.0,0.0,,LIE
1977,-0.0,0.0,,LIE
1978,-0.0,0.0,,LIE
1979,-0.0,0.0,,LIE
1980,-0.0,0.0,,LIE
1981,-0.0,0.0,,LIE
1982,-0.0,0.0,,LIE
1983,-0.0,0.0,,LIE
1984,-0.0,0.0,,LIE
1985,-0.0,0.0,,LIE
1986,-0.0,0.0,,LIE
1987,-0.0,0.0,,LIE
1988,-0.0,0.0,,LIE
1989,-0.0,0.0,,LIE
1990,-0.0,0.0,,LIE
1991,-1.8000000000000003,6.0,0.0,LIE
1992,-1.8000000000000003,6.0,0.0,LIE
1993,-1.8000000000000003,6.0,0.0,LIE
1994,-1.8000000000000003,6.0,0.0,LIE
1995,-1.8000000000000003,6.0,0.0,LIE
1996,-1.8000000000000003,6.0,0.0,LIE
1997,-1.8000000000000003,6.0,0.0,LIE
1998,-1.8000000000000003,6.0,0.0,LIE
1999,-1.8000000000000003,6.0,0.0,LIE
2000,-1.8000000000000003,6.0,0.0,LIE
2001,-0.0,0.0,,LIE
2002,-0.0,0.0,,LIE
2003,-0.0,0.0,,LIE
2004,-0.0,0.0,,LIE
2005,-0.0,0.0,,LIE
2006,-0.0,0.0,,LIE
2007,-0.0,0.0,,LIE
2008,-0.0,0.0,,LIE
2009,-0.0,0.0,,LIE
2010,-0.0,0.0,,LIE
2011,-0.0,0.0,,LIE
2012,-0.0,0.0,,LIE
2013,-0.0,0.0,,LIE
2014,-0.0,0.0,,LIE
2015,-0.0,0.0,,LIE
2016,-0.0,0.0,,LIE
2017,-0.0,0.0,,LIE
2018,-0.0,0.0,,LIE
2019,-0.0,0.0,,LIE
2020,-0.0,0.0,,LIE
2021,-0.0,0.0,,LIE
2022,-0.0,0.0,,LIE
2023,-0.0,0.0,,LIE
1948,,,,LKA
1949,,,,LKA
1950,,,,LKA
1951,,,,LKA
1952,,,,LKA
1953,,,,LKA
1954,,,,LKA
1955,,,,LKA
1956,-0.0,0.0,,LKA
1957,-0.0,0.0,,LKA
1958,-0.0,0.0,,LKA
1959,-0.0,0.0,,LKA
1960,-0.0,0.0,,LKA
1961,-0.0,0.0,,LKA
1962,-0.0,0.0,,LKA
1963,-0.0,0.0,,LKA
1964,-0.0,0.0,,LKA
1965,-0.0,0.0,,LKA
1966,-0.0,0.0,,LKA
1967,-0.0,0.0,,LKA
1968,-0.0,0.0,,LKA
1969,-0.0,0.0,,LKA
1970,-0.0,0.0,,LKA
1971,-0.0,0.0,,LKA
1972,-0.0,0.0,,LKA
1973,-0.0,0.0,,LKA
1974,-0.0,0.0,,LKA
1975,-0.0,0.0,,LKA
1976,-0.6,2.0,0.0,LKA
1977,-0.6,2.0,0.0,LKA
1978,-0.6,2.0,0.0,LKA
1979,-0.6,2.0,0.0,LKA
1980,-0.6,2.0,0.0,LKA
1981,-0.6,2.0,0.0,LKA
1982,-0.6,2.0,0.0,LKA
1983,-0.6,2.0,0.0,LKA
1984,-0.6,2.0,0.0,LKA
1985,-0.6,2.0,0.0,LKA
