ISO3,year,rta,eia
PRY,2003,4,0
PRY,2004,4,0
PRY,2005,5,1
PRY,2006,4,1
PRY,2007,4,1
PRY,2008,4,1
PRY,2009,6,1
PRY,2010,6,1
PRY,2011,6,1
PRY,2012,6,1
PRY,2013,6,1
PRY,2014,6,1
PRY,2015,6,1
PRY,2016,8,1
PRY,2017,10,1
PRY,2018,10,1
PRY,2019,10,1
PRY,2020,10,1
PRY,2021,10,1
PRY,2022,10,1
PRY,2023,10,1
PSE,1997,1,0
PSE,1998,2,0
PSE,1999,3,0
PSE,2000,3,0
PSE,2001,3,0
PSE,2002,3,0
PSE,2003,3,0
PSE,2004,3,0
PSE,2005,4,0
PSE,2006,4,0
PSE,2007,4,0
PSE,2008,4,0
PSE,2009,4,0
PSE,2010,4,0
PSE,2011,4,0
PSE,2012,4,0
PSE,2013,4,0
PSE,2014,4,0
PSE,2015,4,0
PSE,2016,4,0
PSE,2017,4,0
PSE,2018,4,0
PSE,2019,4,0
PSE,2020,4,0
PSE,2021,5,0
PSE,2022,5,0
PSE,2023,5,0
PYF,1958,1,0
PYF,1959,1,0
PYF,1960,1,0
PYF,1961,1,0
PYF,1962,1,0
PYF,1963,1,0
PYF,1964,2,0
PYF,1965,2,0
PYF,1966,2,0
PYF,1967,2,0
PYF,1968,2,0
PYF,1969,2,0
PYF,1970,2,0
PYF,1971,1,0
PYF,1972,1,0
PYF,1973,1,0
PYF,1974,1,0
PYF,1975,1,0
PYF,1976,1,0
PYF,1977,1,0
PYF,1978,1,0
PYF,1979,1,0
PYF,1980,1,0
PYF,1981,1,0
PYF,1982,1,0
PYF,1983,1,0
PYF,1984,1,0
PYF,1985,1,0
PYF,1986,1,0
PYF,1987,1,0
PYF,1988,1,0
PYF,1989,1,0
PYF,1990,1,0
PYF,1991,1,0
PYF,1992,1,0
PYF,1993,1,0
PYF,1994,1,0
PYF,1995,1,0
PYF,1996,1,0
PYF,1997,1,0
PYF,1998,1,0
PYF,1999,1,0
PYF,2000,1,0
PYF,2001,1,0
PYF,2002,1,0
PYF,2003,1,0
PYF,2004,1,0
PYF,2005,1,0
PYF,2006,1,0
PYF,2007,1,0
PYF,2008,1,0
PYF,2009,1,0
PYF,2010,1,0
PYF,2011,1,0
PYF,2012,1,0
PYF,2013,1,0
PYF,2014,1,0
PYF,2015,1,0
PYF,2016,1,0
PYF,2017,1,0
PYF,2018,1,0
PYF,2019,1,0
PYF,2020,1,0
PYF,2021,1,0
PYF,2022,1,0
PYF,2023,1,0
QAT,1982,1,0
QAT,1983,1,0
QAT,1984,1,0
QAT,1985,1,0
QAT,1986,1,0
QAT,1987,1,0
QAT,1988,1,0
QAT,1989,1,0
QAT,1990,1,0
QAT,1991,1,0
QAT,1992,1,0
QAT,1993,1,0
QAT,1994,1,0
QAT,1995,1,0
QAT,1996,1,0
QAT,1997,1,0
QAT,1998,2,0
QAT,1999,2,0
QAT,2000,2,0
QAT,2001,2,0
QAT,2002,2,0
QAT,2003,3,0
QAT,2004,3,0
QAT,2005,3,0
QAT,2006,3,0
QAT,2007,3,0
QAT,2008,3,0
QAT,2009,3,0
QAT,2010,3,0
QAT,2011,3,0
QAT,2012,3,0
QAT,2013,4,1
QAT,2014,4,1
QAT,2015,4,1
QAT,2016,4,1
QAT,2017,4,1
QAT,2018,4,1
QAT,2019,4,1
QAT,2020,4,1
QAT,2021,4,1
QAT,2022,4,1
QAT,2023,4,1
ROM,1973,1,0
ROM,1974,1,0
ROM,1975,1,0
ROM,1976,1,0
ROM,1977,1,0
ROM,1978,1,0
ROM,1979,1,0
ROM,1980,1,0
ROM,1981,1,0
ROM,1982,1,0
ROM,1983,1,0
ROM,1984,1,0
ROM,1985,1,0
ROM,1986,1,0
ROM,1987,1,0
ROM,1988,1,0
ROM,1989,2,0
ROM,1990,2,0
ROM,1991,2,0
ROM,1992,2,0
ROM,1993,4,0
ROM,1994,4,0
ROM,1995,8,1
ROM,1996,7,1
ROM,1997,8,1
ROM,1998,7,1
ROM,1999,7,1
ROM,2000,7,1
ROM,2001,8,1
ROM,2002,8,1
ROM,2003,9,1
ROM,2004,12,1
ROM,2005,12,1
ROM,2006,12,1
ROM,2007,25,6
ROM,2008,28,7
ROM,2009,29,8
ROM,2010,30,9
ROM,2011,31,10
ROM,2012,32,10
ROM,2013,34,13
ROM,2014,37,15
ROM,2015,37,16
ROM,2016,40,16
ROM,2017,41,17
ROM,2018,42,18
ROM,2019,44,20
ROM,2020,45,21
ROM,2021,46,22
ROM,2022,46,22
ROM,2023,46,22
ROU,1973,1,0
ROU,1974,1,0
ROU,1975,1,0
ROU,1976,1,0
ROU,1977,1,0
ROU,1978,1,0
ROU,1979,1,0
ROU,1980,1,0
ROU,1981,1,0
ROU,1982,1,0
ROU,1983,1,0
ROU,1984,1,0
ROU,1985,1,0
ROU,1986,1,0
ROU,1987,1,0
ROU,1988,1,0
ROU,1989,2,0
ROU,1990,2,0
ROU,1991,2,0
ROU,1992,2,0
ROU,1993,4,0
ROU,1994,4,0
ROU,1995,8,1
ROU,1996,7,1
ROU,1997,8,1
ROU,1998,7,1
ROU,1999,7,1
ROU,2000,7,1
ROU,2001,8,1
ROU,2002,8,1
ROU,2003,9,1
ROU,2004,12,1
ROU,2005,12,1
ROU,2006,12,1
ROU,2007,25,6
ROU,2008,28,7
ROU,2009,29,8
ROU,2010,30,9
ROU,2011,31,10
ROU,2012,32,10
ROU,2013,34,13
ROU,2014,37,15
ROU,2015,37,16
ROU,2016,40,16
ROU,2017,41,17
ROU,2018,42,18
ROU,2019,44,20
ROU,2020,45,21
ROU,2021,46,22
ROU,2022,46,22
ROU,2023,46,22
RUS,1993,9,0
RUS,1994,11,0
RUS,1995,11,0
RUS,1996,11,0
RUS,1997,13,0
RUS,1998,13,0
RUS,1999,13,0
RUS,2000,13,0
RUS,2001,13,0
RUS,2002,13,0
RUS,2003,13,0
RUS,2004,14,0
RUS,2005,14,0
RUS,2006,15,0
RUS,2007,15,0
RUS,2008,15,0
RUS,2009,15,0
RUS,2010,15,0
RUS,2011,15,0
RUS,2012,16,0
RUS,2013,16,0
RUS,2014,16,0
RUS,2015,16,1
RUS,2016,17,2
RUS,2017,17,2
RUS,2018,17,2
RUS,2019,18,2
RUS,2020,18,2
RUS,2021,19,2
RUS,2022,19,2
RUS,2023,19,2
RWA,1994,1,0
RWA,1995,1,0
RWA,1996,1,0
RWA,1997,1,0
RWA,1998,1,0
RWA,1999,1,0
RWA,2000,1,0
RWA,2001,1,0
RWA,2002,1,0
RWA,2003,1,0
RWA,2004,1,0
RWA,2005,1,0
RWA,2006,1,0
RWA,2007,2,0
RWA,2008,2,0
RWA,2009,2,0
RWA,2010,2,1
RWA,2011,2,1
RWA,2012,2,1
RWA,2013,2,1
RWA,2014,2,1
RWA,2015,2,1
RWA,2016,2,1
RWA,2017,2,1
RWA,2018,2,1
RWA,2019,2,1
RWA,2020,2,1
RWA,2021,2,1
RWA,2022,2,1
RWA,2023,2,1
SAU,1982,1,0
SAU,1983,1,0
SAU,1984,1,0
SAU,1985,1,0
SAU,1986,1,0
SAU,1987,1,0
SAU,1988,1,0
SAU,1989,1,0
SAU,1990,1,0
SAU,1991,1,0
SAU,1992,1,0
SAU,1993,1,0
SAU,1994,1,0
SAU,1995,1,0
SAU,1996,1,0
SAU,1997,1,0
SAU,1998,2,0
SAU,1999,2,0
SAU,2000,2,0
SAU,2001,2,0
SAU,2002,2,0
SAU,2003,3,0
SAU,2004,3,0
SAU,2005,3,0
SAU,2006,3,0
SAU,2007,3,0
SAU,2008,3,0
SAU,2009,3,0
SAU,2010,3,0
SAU,2011,3,0
SAU,2012,3,0
SAU,2013,4,1
SAU,2014,4,1
SAU,2015,4,1
SAU,2016,4,1
SAU,2017,4,1
SAU,2018,4,1
SAU,2019,4,1
SAU,2020,4,1
SAU,2021,4,1
SAU,2022,4,1
SAU,2023,4,1
SCG,2004,5,0
SCG,2005,5,0
SCG,2006,5,0
SCG,2007,4,0
SCG,2008,1,0
SCG,2009,1,0
SCG,2010,1,0
SCG,2011,1,0
SCG,2012,1,0
SCG,2013,1,0
SCG,2014,1,0
SCG,2015,1,0
SCG,2016,1,0
SCG,2017,1,0
SCG,2018,1,0
SCG,2019,1,0
SCG,2020,1,0
SCG,2021,1,0
SCG,2022,1,0
SCG,2023,1,0
SDN,1991,1,0
SDN,1992,1,0
SDN,1993,1,0
SDN,1994,2,0
SDN,1995,2,0
SDN,1996,2,0
SDN,1997,2,0
SDN,1998,3,0
SDN,1999,3,0
SDN,2000,3,0
SDN,2001,3,0
SDN,2002,3,0
SDN,2003,3,0
SDN,2004,3,0
SDN,2005,3,0
SDN,2006,3,0
SDN,2007,3,0
SDN,2008,3,0
SDN,2009,3,0
SDN,2010,3,0
SDN,2011,3,0
SDN,2012,3,0
SDN,2013,3,0
SDN,2014,3,0
SDN,2015,3,0
SDN,2016,3,0
SDN,2017,3,0
SDN,2018,3,0
SDN,2019,3,0
SDN,2020,3,0
SDN,2021,3,0
SDN,2022,3,0
SDN,2023,3,0
SEN,1975,1,0
SEN,1976,1,0
SEN,1977,1,0
SEN,1978,1,0
SEN,1979,1,0
SEN,1980,1,0
SEN,1981,1,0
SEN,1982,1,0
SEN,1983,1,0
SEN,1984,1,0
SEN,1985,1,0
SEN,1986,1,0
SEN,1987,1,0
SEN,1988,1,0
SEN,1989,1,0
SEN,1990,1,0
SEN,1991,1,0
SEN,1992,1,0
SEN,1993,1,0
SEN,1994,2,0
SEN,1995,2,0
SEN,1996,2,0
SEN,1997,2,0
SEN,1998,2,0
SEN,1999,2,0
SEN,2000,2,0
SEN,2001,2,0
SEN,2002,2,0
SEN,2003,2,0
SEN,2004,2,0
SEN,2005,2,0
SEN,2006,2,0
SEN,2007,2,0
SEN,2008,2,0
SEN,2009,2,0
SEN,2010,2,0
SEN,2011,2,0
SEN,2012,2,0
SEN,2013,2,0
SEN,2014,2,0
SEN,2015,2,0
SEN,2016,2,0
SEN,2017,2,0
SEN,2018,2,0
SEN,2019,2,0
SEN,2020,2,0
SEN,2021,2,0
SEN,2022,2,0
SEN,2023,2,0
SGP,1989,1,0
SGP,1990,1,0
SGP,1991,1,0
SGP,1992,2,0
SGP,1993,2,0
SGP,1994,2,0
SGP,1995,2,0
SGP,1996,2,0
SGP,1997,2,0
SGP,1998,3,1
SGP,1999,3,1
SGP,2000,3,1
SGP,2001,4,2
SGP,2002,5,3
SGP,2003,7,5
SGP,2004,8,5
SGP,2005,11,7
SGP,2006,14,10
SGP,2007,14,11
SGP,2008,15,11
SGP,2009,18,13
SGP,2010,22,15
SGP,2011,18,14
SGP,2012,18,14
SGP,2013,20,16
SGP,2014,21,17
SGP,2015,21,18
SGP,2016,21,18
SGP,2017,22,19
SGP,2018,22,19
SGP,2019,25,22
SGP,2020,26,22
SGP,2021,28,24
SGP,2022,28,24
SGP,2023,28,24
SGS,1958,1,0
SGS,1959,1,0
SGS,1960,1,0
SGS,1961,1,0
SGS,1962,1,0
SGS,1963,1,0
SGS,1964,1,0
SGS,1965,1,0
SGS,1966,1,0
SGS,1967,1,0
SGS,1968,1,0
SGS,1969,1,0
SGS,1970,1,0
SGS,1971,1,0
SGS,1972,1,0
SGS,1973,1,0
SGS,1974,1,0
SGS,1975,1,0
SGS,1976,1,0
SGS,1977,1,0
SGS,1978,1,0
SGS,1979,1,0
SGS,1980,1,0
SGS,1981,1,0
SGS,1982,1,0
SGS,1983,1,0
SGS,1984,1,0
SGS,1985,1,0
SGS,1986,1,0
SGS,1987,1,0
SGS,1988,1,0
SGS,1989,1,0
SGS,1990,1,0
SGS,1991,1,0
SGS,1992,1,0
SGS,1993,1,0
SGS,1994,1,0
SGS,1995,1,0
SGS,1996,1,0
SGS,1997,1,0
SGS,1998,1,0
SGS,1999,1,0
SGS,2000,1,0
SGS,2001,1,0
SGS,2002,1,0
SGS,2003,1,0
SGS,2004,1,0
SGS,2005,1,0
SGS,2006,1,0
SGS,2007,1,0
SGS,2008,1,0
SGS,2009,1,0
SGS,2010,1,0
SGS,2011,1,0
SGS,2012,1,0
SGS,2013,1,0
SGS,2014,1,0
SGS,2015,1,0
SGS,2016,1,0
SGS,2017,1,0
SGS,2018,1,0
SGS,2019,1,0
SGS,2020,1,0
SGS,2021,1,0
SGS,2022,1,0
SGS,2023,1,0
SHN,1958,1,0
SHN,1959,1,0
SHN,1960,1,0
SHN,1961,1,0
SHN,1962,1,0
SHN,1963,1,0
SHN,1964,1,0
SHN,1965,1,0
SHN,1966,1,0
SHN,1967,1,0
SHN,1968,1,0
SHN,1969,1,0
SHN,1970,1,0
SHN,1971,1,0
SHN,1972,1,0
SHN,1973,1,0
SHN,1974,1,0
SHN,1975,1,0
SHN,1976,1,0
SHN,1977,1,0
SHN,1978,1,0
SHN,1979,1,0
SHN,1980,1,0
SHN,1981,1,0
SHN,1982,1,0
SHN,1983,1,0
SHN,1984,1,0
SHN,1985,1,0
SHN,1986,1,0
SHN,1987,1,0
SHN,1988,1,0
SHN,1989,1,0
SHN,1990,1,0
SHN,1991,1,0
SHN,1992,1,0
SHN,1993,1,0
SHN,1994,1,0
SHN,1995,1,0
SHN,1996,1,0
SHN,1997,1,0
SHN,1998,1,0
SHN,1999,1,0
SHN,2000,1,0
SHN,2001,1,0
SHN,2002,1,0
SHN,2003,1,0
SHN,2004,1,0
SHN,2005,1,0
SHN,2006,1,0
SHN,2007,1,0
SHN,2008,1,0
SHN,2009,1,0
SHN,2010,1,0
SHN,2011,1,0
SHN,2012,1,0
SHN,2013,1,0
SHN,2014,1,0
SHN,2015,1,0
SHN,2016,1,0
SHN,2017,1,0
SHN,2018,1,0
SHN,2019,1,0
SHN,2020,1,0
SHN,2021,1,0
SHN,2022,1,0
SHN,2023,1,0
SLB,1981,1,0
SLB,1982,1,0
SLB,1983,1,0
SLB,1984,1,0
SLB,1985,1,0
SLB,1986,1,0
SLB,1987,1,0
SLB,1988,1,0
SLB,1989,1,0
SLB,1990,1,0
SLB,1991,1,0
SLB,1992,1,0
SLB,1993,1,0
SLB,1994,2,0
SLB,1995,2,0
SLB,1996,2,0
SLB,1997,2,0
SLB,1998,2,0
SLB,1999,2,0
SLB,2000,2,0
SLB,2001,2,0
SLB,2002,2,0
SLB,2003,3,0
SLB,2004,3,0
SLB,2005,3,0
SLB,2006,3,0
SLB,2007,3,0
SLB,2008,3,0
SLB,2009,3,0
SLB,2010,3,0
SLB,2011,3,0
SLB,2012,3,0
SLB,2013,3,0
SLB,2014,3,0
SLB,2015,3,0
SLB,2016,3,0
SLB,2017,3,0
SLB,2018,3,0
SLB,2019,3,0
SLB,2020,4,0
SLB,2021,6,1
SLB,2022,6,1
SLB,2023,6,1
SLE,1975,1,0
SLE,1976,1,0
SLE,1977,1,0
SLE,1978,1,0
SLE,1979,1,0
SLE,1980,1,0
SLE,1981,1,0
SLE,1982,1,0
SLE,1983,1,0
SLE,1984,1,0
SLE,1985,1,0
SLE,1986,1,0
SLE,1987,1,0
SLE,1988,1,0
SLE,1989,1,0
SLE,1990,1,0
SLE,1991,1,0
SLE,1992,1,0
SLE,1993,1,0
SLE,1994,1,0
SLE,1995,1,0
SLE,1996,1,0
SLE,1997,1,0
SLE,1998,1,0
SLE,1999,1,0
SLE,2000,1,0
SLE,2001,1,0
SLE,2002,1,0
SLE,2003,1,0
SLE,2004,1,0
SLE,2005,1,0
SLE,2006,1,0
SLE,2007,1,0
SLE,2008,1,0
SLE,2009,1,0
SLE,2010,1,0
SLE,2011,1,0
SLE,2012,1,0
SLE,2013,1,0
SLE,2014,1,0
SLE,2015,1,0
SLE,2016,1,0
SLE,2017,1,0
SLE,2018,1,0
SLE,2019,1,0
SLE,2020,1,0
SLE,2021,1,0
SLE,2022,1,0
SLE,2023,1,0
SLV,1951,1,0
SLV,1952,1,0
SLV,1953,1,0
SLV,1954,1,0
SLV,1955,1,0
SLV,1956,1,0
SLV,1957,1,0
SLV,1958,1,0
SLV,1959,2,0
SLV,1960,1,0
SLV,1961,2,0
SLV,1962,1,0
SLV,1963,1,0
SLV,1964,1,0
SLV,1965,1,0
SLV,1966,1,0
SLV,1967,1,0
SLV,1968,1,0
SLV,1969,1,0
SLV,1970,1,0
SLV,1971,1,0
SLV,1972,1,0
SLV,1973,1,0
SLV,1974,1,0
SLV,1975,1,0
SLV,1976,1,0
SLV,1977,1,0
SLV,1978,1,0
SLV,1979,1,0
SLV,1980,1,0
SLV,1981,1,0
SLV,1982,1,0
SLV,1983,1,0
SLV,1984,1,0
SLV,1985,1,0
SLV,1986,1,0
SLV,1987,1,0
SLV,1988,1,0
SLV,1989,1,0
SLV,1990,1,0
SLV,1991,1,0
SLV,1992,1,0
SLV,1993,1,0
SLV,1994,1,0
SLV,1995,1,0
SLV,1996,1,0
SLV,1997,1,0
SLV,1998,1,0
SLV,1999,1,0
SLV,2000,1,0
SLV,2001,3,2
SLV,2002,4,3
SLV,2003,5,4
SLV,2004,5,4
SLV,2005,5,4
SLV,2006,6,5
SLV,2007,6,5
SLV,2008,7,6
SLV,2009,7,6
SLV,2010,9,8
SLV,2011,9,8
SLV,2012,11,9
SLV,2013,11,9
SLV,2014,11,9
SLV,2015,11,9
SLV,2016,11,9
SLV,2017,12,9
SLV,2018,12,9
SLV,2019,12,9
SLV,2020,12,9
SLV,2021,13,10
SLV,2022,13,10
SLV,2023,13,10
SMR,2002,1,0
SMR,2003,1,0
SMR,2004,1,0
SMR,2005,1,0
SMR,2006,1,0
SMR,2007,1,0
SMR,2008,1,0
SMR,2009,1,0
SMR,2010,1,0
SMR,2011,1,0
SMR,2012,1,0
SMR,2013,1,0
SMR,2014,1,0
SMR,2015,1,0
SMR,2016,1,0
SMR,2017,1,0
SMR,2018,1,0
SMR,2019,1,0
SMR,2020,1,0
SMR,2021,1,0
SMR,2022,1,0
SMR,2023,1,0
SOM,2018,1,0
SOM,2019,1,0
SOM,2020,1,0
SOM,2021,1,0
SOM,2022,1,0
SOM,2023,1,0
SPM,1958,1,0
SPM,1959,1,0
SPM,1960,1,0
SPM,1961,1,0
SPM,1962,1,0
SPM,1963,1,0
SPM,1964,2,0
SPM,1965,2,0
SPM,1966,2,0
SPM,1967,2,0
SPM,1968,2,0
SPM,1969,2,0
SPM,1970,2,0
SPM,1971,1,0
SPM,1972,1,0
SPM,1973,1,0
SPM,1974,1,0
SPM,1975,1,0
SPM,1976,1,0
SPM,1977,1,0
SPM,1978,1,0
SPM,1979,1,0
SPM,1980,1,0
SPM,1981,1,0
SPM,1982,1,0
SPM,1983,1,0
SPM,1984,1,0
SPM,1985,1,0
SPM,1986,1,0
SPM,1987,1,0
SPM,1988,1,0
SPM,1989,1,0
SPM,1990,1,0
SPM,1991,1,0
SPM,1992,1,0
SPM,1993,1,0
SPM,1994,1,0
SPM,1995,1,0
SPM,1996,1,0
SPM,1997,1,0
SPM,1998,1,0
SPM,1999,1,0
SPM,2000,1,0
SPM,2001,1,0
SPM,2002,1,0
SPM,2003,1,0
SPM,2004,1,0
SPM,2005,1,0
SPM,2006,1,0
SPM,2007,1,0
SPM,2008,1,0
SPM,2009,1,0
SPM,2010,1,0
SPM,2011,1,0
SPM,2012,1,0
SPM,2013,1,0
SPM,2014,1,0
SPM,2015,1,0
SPM,2016,1,0
SPM,2017,1,0
SPM,2018,1,0
SPM,2019,1,0
SPM,2020,1,0
SPM,2021,1,0
SPM,2022,1,0
SPM,2023,1,0
SRB,1973,1,0
SRB,1974,1,0
SRB,1975,1,0
SRB,1976,1,0
SRB,1977,1,0
SRB,1978,1,0
SRB,1979,1,0
SRB,1980,1,0
SRB,1981,1,0
SRB,1982,1,0
SRB,1983,1,0
SRB,1984,1,0
SRB,1985,1,0
SRB,1986,1,0
SRB,1987,1,0
SRB,1988,1,0
SRB,1989,1,0
SRB,1990,1,0
SRB,1991,1,0
SRB,1992,1,0
SRB,1993,1,0
SRB,1994,1,0
SRB,1995,1,0
SRB,1996,1,0
SRB,1997,1,0
SRB,1998,1,0
SRB,1999,1,0
SRB,2000,1,0
SRB,2001,1,0
SRB,2002,1,0
SRB,2003,1,0
SRB,2004,6,0
SRB,2005,6,0
SRB,2006,7,0
SRB,2007,6,0
SRB,2008,3,0
SRB,2009,3,0
SRB,2010,6,0
SRB,2011,6,0
SRB,2012,7,0
SRB,2013,7,1
SRB,2014,7,1
SRB,2015,7,1
SRB,2016,7,1
SRB,2017,7,1
SRB,2018,7,1
SRB,2019,7,1
SRB,2020,7,1
SRB,2021,9,2
SRB,2022,9,2
SRB,2023,9,2
SSD,2016,1,1
SSD,2017,1,1
SSD,2018,1,1
SSD,2019,1,1
SSD,2020,1,1
SSD,2021,1,1
SSD,2022,1,1
SSD,2023,1,1
SUR,1964,1,0
SUR,1965,1,0
SUR,1966,1,0
SUR,1967,1,0
SUR,1968,1,0
SUR,1969,1,0
SUR,1970,1,0
SUR,1995,1,0
SUR,1996,1,0
SUR,1997,1,0
SUR,1998,1,0
SUR,1999,1,0
SUR,2000,1,0
SUR,2001,1,0
SUR,2002,1,1
SUR,2003,1,1
SUR,2004,1,1
SUR,2005,1,1
SUR,2006,1,1
SUR,2007,1,1
SUR,2008,2,2
SUR,2009,2,2
SUR,2010,2,2
SUR,2011,2,2
SUR,2012,2,2
SUR,2013,2,2
SUR,2014,2,2
SUR,2015,2,2
SUR,2016,2,2
SUR,2017,2,2
SUR,2018,2,2
SUR,2019,2,2
SUR,2020,2,2
SUR,2021,3,3
SUR,2022,3,3
SUR,2023,3,3
SVK,1992,2,0
SVK,1993,4,0
SVK,1994,5,0
SVK,1995,7,1
SVK,1996,6,1
SVK,1997,9,1
SVK,1998,10,1
SVK,1999,9,1
SVK,2000,9,1
SVK,2001,9,1
SVK,2002,9,1
SVK,2003,9,1
SVK,2004,46,14
SVK,2005,27,8
SVK,2006,27,8
SVK,2007,25,6
SVK,2008,28,7
SVK,2009,29,8
SVK,2010,30,9
SVK,2011,31,10
SVK,2012,32,10
SVK,2013,34,13
SVK,2014,37,15
SVK,2015,37,16
SVK,2016,40,16
SVK,2017,41,17
SVK,2018,42,18
SVK,2019,44,20
SVK,2020,45,21
SVK,2021,46,22
SVK,2022,46,22
SVK,2023,46,22
SVN,1993,1,0
SVN,1994,3,0
SVN,1995,5,0
SVN,1996,5,0
SVN,1997,8,0
SVN,1998,10,0
SVN,1999,10,1
SVN,2000,11,1
SVN,2001,11,1
SVN,2002,12,1
SVN,2003,12,1
SVN,2004,48,14
SVN,2005,27,8
SVN,2006,27,8
SVN,2007,25,6
SVN,2008,28,7
SVN,2009,29,8
SVN,2010,30,9
SVN,2011,31,10
SVN,2012,32,10
SVN,2013,34,13
SVN,2014,37,15
SVN,2015,37,16
SVN,2016,40,16
SVN,2017,41,17
SVN,2018,42,18
SVN,2019,44,20
SVN,2020,45,21
SVN,2021,46,22
SVN,2022,46,22
SVN,2023,46,22
SWE,1960,1,0
SWE,1961,2,0
SWE,1962,2,0
SWE,1963,2,0
SWE,1964,2,0
SWE,1965,2,0
SWE,1966,2,0
SWE,1967,2,0
SWE,1968,2,0
SWE,1969,2,0
SWE,1970,2,0
SWE,1971,2,0
SWE,1972,2,0
SWE,1973,3,0
SWE,1974,3,0
SWE,1975,3,0
SWE,1976,3,0
SWE,1977,3,0
SWE,1978,3,0
SWE,1979,3,0
SWE,1980,4,0
SWE,1981,4,0
SWE,1982,4,0
SWE,1983,4,0
SWE,1984,4,0
SWE,1985,4,0
SWE,1986,3,0
SWE,1987,2,0
SWE,1988,2,0
SWE,1989,2,0
SWE,1990,2,0
SWE,1991,2,0
SWE,1992,8,0
SWE,1993,13,0
SWE,1994,14,1
SWE,1995,33,11
SWE,1996,29,11
SWE,1997,30,11
SWE,1998,31,11
SWE,1999,31,12
SWE,2000,35,13
SWE,2001,34,13
SWE,2002,37,13
SWE,2003,38,13
SWE,2004,38,14
SWE,2005,27,8
SWE,2006,27,8
SWE,2007,25,6
SWE,2008,28,7
SWE,2009,29,8
SWE,2010,30,9
SWE,2011,31,10
SWE,2012,32,10
SWE,2013,34,13
SWE,2014,37,15
SWE,2015,37,16
SWE,2016,40,16
SWE,2017,41,17
SWE,2018,42,18
SWE,2019,44,20
SWE,2020,45,21
SWE,2021,46,22
SWE,2022,46,22
SWE,2023,46,22
SWZ,1994,1,0
SWZ,1995,1,0
SWZ,1996,1,0
SWZ,1997,1,0
SWZ,1998,1,0
SWZ,1999,1,0
SWZ,2000,2,0
SWZ,2001,2,0
SWZ,2002,2,0
SWZ,2003,2,0
SWZ,2004,3,0
SWZ,2005,3,0
SWZ,2006,3,0
SWZ,2007,3,0
SWZ,2008,4,0
SWZ,2009,4,0
SWZ,2010,4,0
SWZ,2011,4,0
SWZ,2012,4,0
SWZ,2013,4,0
SWZ,2014,4,0
SWZ,2015,4,0
SWZ,2016,6,0
SWZ,2017,6,0
SWZ,2018,6,0
SWZ,2019,6,0
SWZ,2020,6,0
SWZ,2021,7,0
SWZ,2022,7,0
SWZ,2023,7,0
SXM,2010,1,0
SXM,2011,1,0
SXM,2012,1,0
SXM,2013,1,0
SXM,2014,1,0
SXM,2015,1,0
SXM,2016,1,0
SXM,2017,1,0
SXM,2018,1,0
SXM,2019,1,0
SXM,2020,1,0
SXM,2021,1,0
SXM,2022,1,0
SXM,2023,1,0
SYC,2000,1,0
SYC,2001,2,0
SYC,2002,2,0
SYC,2003,2,0
SYC,2004,1,0
SYC,2005,1,0
SYC,2006,1,0
SYC,2007,1,0
SYC,2008,2,0
SYC,2009,2,0
SYC,2010,2,0
SYC,2011,2,0
SYC,2012,3,0
SYC,2013,3,0
SYC,2014,3,0
SYC,2015,3,0
SYC,2016,3,0
SYC,2017,3,0
SYC,2018,3,0
SYC,2019,3,0
SYC,2020,3,0
SYC,2021,4,0
SYC,2022,4,0
SYC,2023,4,0
SYR,1965,1,0
SYR,1966,1,0
SYR,1967,1,0
SYR,1968,1,0
SYR,1969,1,0
SYR,1970,1,0
SYR,1971,1,0
SYR,1972,1,0
SYR,1973,1,0
SYR,1974,1,0
SYR,1975,1,0
SYR,1976,1,0
SYR,1977,3,0
SYR,1978,3,0
SYR,1979,2,0
SYR,1980,2,0
SYR,1981,2,0
SYR,1982,2,0
SYR,1983,2,0
SYR,1984,2,0
SYR,1985,2,0
SYR,1986,2,0
SYR,1987,2,0
SYR,1988,2,0
SYR,1989,2,0
SYR,1990,2,0
SYR,1991,2,0
SYR,1992,2,0
SYR,1993,2,0
SYR,1994,2,0
SYR,1995,2,0
SYR,1996,2,0
SYR,1997,2,0
SYR,1998,3,0
SYR,1999,2,0
SYR,2000,2,0
SYR,2001,2,0
SYR,2002,2,0
SYR,2003,2,0
SYR,2004,2,0
SYR,2005,2,0
SYR,2006,2,0
SYR,2007,3,0
SYR,2008,3,0
SYR,2009,3,0
SYR,2010,3,0
SYR,2011,3,0
SYR,2012,3,0
SYR,2013,3,0
SYR,2014,3,0
SYR,2015,3,0
SYR,2016,3,0
SYR,2017,3,0
SYR,2018,3,0
SYR,2019,3,0
SYR,2020,3,0
SYR,2021,3,0
SYR,2022,3,0
SYR,2023,3,0
TCA,1976,1,0
TCA,1977,1,0
TCA,1978,1,0
TCA,1979,1,0
TCA,1980,1,0
TCA,1981,1,0
TCA,1982,1,0
TCA,1983,1,0
TCA,1984,1,0
TCA,1985,1,0
TCA,1986,1,0
TCA,1987,1,0
TCA,1988,1,0
TCA,1989,1,0
TCA,1990,1,0
TCA,1991,1,0
TCA,1992,1,0
TCA,1993,1,0
TCA,1994,1,0
TCA,1995,1,0
TCA,1996,1,0
TCA,1997,1,0
TCA,1998,1,0
TCA,1999,1,0
TCA,2000,1,0
TCA,2001,1,0
TCA,2002,1,0
TCA,2003,1,0
TCA,2004,1,0
TCA,2005,1,0
