number,standards,investments,services,procurement,competition,iprs,source,base
98,0.5079365079365079,0.0,0.0,0.0,0.0,0.5079365079365079,DESTA,98
981,0.8773388773388774,0.8773388773388774,0.8773388773388774,0.8773388773388774,0.8773388773388774,0.8773388773388774,DESTA,981
983,1.0,0.0,0.0,1.0,0.0,1.0,WB,983
984,0.0,0.0,1.0,0.0,1.0,0.0,WB,984
987,0.8230088495575221,0.8230088495575221,0.8230088495575221,0.8230088495575221,0.8230088495575221,0.8230088495575221,DESTA,987
988,0.0,0.0,0.0,0.0,0.0,0.0,uncoded,988
988+1,0.0,0.0,0.0,0.0,0.0,0.0,uncoded,988
988+2,0.0,0.0,0.0,0.0,0.0,0.0,uncoded,988
988+3,1.0,1.0,1.0,0.0,0.0,0.0,WB,988
989,0.0,0.0,0.0,0.0,0.0,0.0,uncoded,989
99,0.5079365079365079,0.0,0.0,0.0,0.0,0.0,DESTA,99
990,1.0,1.0,1.0,0.0,1.0,1.0,WB,990
992,1.0,1.0,1.0,1.0,1.0,1.0,WB,992
993,0.0,0.0,0.0,0.0,0.0,0.0,uncoded,993
995,0.0,0.0,0.0,0.0,0.0,0.0,uncoded,995
996,0.0,0.0,0.0,0.0,0.0,0.0,uncoded,996
997,0.0,0.0,0.0,0.0,0.0,0.0,uncoded,997
