ISO3,year,T_US,T_CN,CONN,BRIDGE,x_US,m_CN,GeoV_F,DIST
CHN,1999,0.2447260804850976,0.21381055588888045,0.9325778527955992,0.2655961703088599,0.31096149391888017,0.22684906994026363,0.518013195113654,0.7861894441111194
CHN,2000,0.22640200097685306,0.24658844756138668,0.9573216612578137,0.29216471417872847,0.3000049248632515,0.28452939647589814,0.5041824217437512,0.7534115524386132
CHN,2001,0.2255492296961503,0.2503686486641021,0.9478493662531325,0.28734197101513814,0.29118561411835925,0.2835490639084383,0.4970841240267153,0.7498641015094349
CHN,2002,0.22465837458692636,0.25932408544733937,0.9283740347574607,0.299297004220395,0.30502720450923054,0.2936744507081904,0.49044386451124344,0.7440671881933931
CHN,2003,0.2105618534817672,0.26942840826752773,0.8773588560500686,0.3044388251218262,0.2978536973482934,0.31116954084064824,0.4992927667614055,0.7305715917324724
CHN,2004,0.18697093088048194,0.28238389616977916,0.7967146393509236,0.29494076624886195,0.26566955770490436,0.32743704753741887,0.4825265950235947,0.7176161038302209
CHN,2005,0.1894853777909811,0.29777645658443136,0.7777558775308943,0.3087022989918482,0.2670995679403469,0.3567849627676514,0.4586611777782975,0.7022235434155687
CHN,2006,0.21276351693790074,0.3086373819915577,0.8161225551192844,0.3182801154005611,0.27869755722266226,0.3634844627592492,0.47876828115227094,0.6913626180084423
CHN,2007,0.1974135366407205,0.3344936012646111,0.7422857208427085,0.3184569272035225,0.26677486956298757,0.3801513037942459,0.4327756515868268,0.665506398735389
CHN,2008,0.17602975791771944,0.3689880459864763,0.645959660975267,0.30884017521246265,0.23075582672044803,0.4133471088503287,0.4130450572352369,0.6439773568703657
CHN,2009,0.20345300922049078,0.35590502713833594,0.7274518143866487,0.32166417352914606,0.27093411483799246,0.3818929948857055,0.44106558648881844,0.6453056679644581
CHN,2010,0.21301058963285655,0.373273809157694,0.7266459420454555,0.33894259252119313,0.2852853850457287,0.40269178530324296,0.4525783004653548,0.6410325955240115
