ISO3,year,D_US,D_EU,D_ON,D_S
KAZ,2021,0.0,0.0,0.0,6.0
KEN,2021,0.0,2.7003567181923867,0.0,3.9999999999997584
KNA,2021,0.0,6.0,0.0,4.50753939612502
LBN,2021,0.0,2.4690265486725664,3.999999999996,3.4913033040418435
LCA,2021,0.0,6.0,0.0,4.50753939612502
LIE,2021,0.0,6.0,6.0,0.0
LSO,2021,0.0,4.999999999997,1.999999999998,3.999999999998
LTU,2021,0.0,6.0,2.3307182387642156,6.0
LUX,2021,0.0,6.0,0.0,0.0
LVA,2021,0.0,6.0,2.7643374080155687,6.0
MCO,2021,0.0,0.0,0.0,0.0
MDA,2021,0.0,6.0,0.0,5.999999999998508
MDG,2021,0.0,0.0,0.0,3.999999999999
MKD,2021,0.0,2.5396825396825395,2.999999999997,5.999999999999853
MLT,2021,0.0,6.0,0.0,6.0
MNE,2021,0.0,2.999999999997,2.999999999997,6.0
MOZ,2021,0.0,4.999999999997,0.0,3.999999999998
MSR,2021,0.0,3.999999999996,0.0,4.50753939612502
MUS,2021,0.0,0.0,0.0,5.0
NAM,2021,0.0,4.999999999997,1.999999999998,4.999999999998
NCL,2021,0.0,3.999999999996,0.0,0.0
NLD,2021,0.0,6.0,0.0,0.0
NOR,2021,0.0,6.0,6.0,0.0
PAK,2021,0.0,0.0,0.0,4.999999999999
PCN,2021,0.0,3.999999999996,0.0,0.0
PHL,2021,0.0,0.0,5.999999999999,5.507936507936508
PNG,2021,0.0,0.999999999999,2.6943206943206945,1.999999999998
POL,2021,0.0,6.0,0.0,6.0
PRT,2021,0.0,6.0,0.0,0.0
PSE,2021,0.0,1.999999999998,1.999999999998,4.174603174600842
PYF,2021,0.0,3.999999999996,0.0,0.0
ROU,2021,0.0,6.0,0.0,6.0
SLB,2021,0.0,1.0,2.9999999999996945,1.999999999998
SMR,2021,0.0,0.0,0.0,0.0
SPM,2021,0.0,3.999999999996,0.0,0.0
SRB,2021,0.0,5.264033264033264,4.517241379308862,5.999999999999
SUR,2021,0.0,6.0,0.0,4.5046034000474915
SVK,2021,0.0,6.0,0.0,6.0
SVN,2021,0.0,6.0,2.275862068965517,6.0
SWE,2021,0.0,6.0,0.0,0.0
SWZ,2021,0.0,4.999999999997,1.999999999998,4.999999999999
SYC,2021,0.0,0.0,0.0,3.999999999999
SYR,2021,0.0,0.0,0.0,3.7578735197757895
TCA,2021,0.0,3.999999999996,0.0,0.0
TTO,2021,0.0,6.0,0.0,4.507129474255123
TUN,2021,0.0,2.999999999997,2.999999999997,4.999999999999758
TUR,2021,0.0,3.999999999999,0.0,6.0
TZA,2021,0.0,2.4589774078478,0.0,4.999999999999
UGA,2021,0.0,2.4589774078478,0.0,3.9999999999997584
UKR,2021,0.0,6.0,5.999999999996,6.0
URY,2021,0.0,0.0,0.0,6.0
VCT,2021,0.0,6.0,0.0,4.50753939612502
WLF,2021,0.0,3.999999999996,0.0,0.0
WSM,2021,0.0,1.0,2.9999999999996945,1.999999999998
XKX,2021,0.0,5.758620689652448,0.0,5.999999999998
ZAF,2021,0.0,4.999999999999,1.999999999998,5.0
ZMB,2021,0.0,0.0,0.0,4.999999999999
ZWE,2021,0.0,0.0,0.0,4.999999999999
ABW,2022,0.0,3.999999999996,0.0,0.0
AIA,2022,0.0,3.999999999996,0.0,0.0
ALB,2022,0.0,3.0476190476190474,5.2920353982289114,5.999999999998996
AND,2022,0.0,0.0,0.0,0.0
ARM,2022,0.0,5.999999999994,0.0,6.0
ATG,2022,0.0,6.0,0.0,4.50753939612502
AUT,2022,0.0,6.0,0.0,0.0
BEL,2022,0.0,6.0,0.0,0.0
BGR,2022,0.0,6.0,0.0,6.0
BHS,2022,0.0,6.0,0.0,4.507129474255121
BIH,2022,0.0,0.999999999999,2.999999999997,5.999999999998881
BLZ,2022,0.0,6.0,0.0,4.507837516279103
BMU,2022,0.0,3.999999999996,0.0,0.0
BRA,2022,0.0,0.0,0.0,6.0
BRB,2022,0.0,6.0,0.0,4.507129474255123
BWA,2022,0.0,4.999999999997,1.999999999998,3.999999999998
CHE,2022,0.0,6.0,6.0,0.0
CIV,2022,0.0,2.823008849556345,0.0,3.999999999999389
CMR,2022,0.0,1.999999999998,0.0,2.9999999999995173
COM,2022,0.0,0.0,0.0,3.999999999999
CYM,2022,0.0,3.999999999996,0.0,0.0
CYP,2022,0.0,6.0,0.0,6.0
CZE,2022,0.0,6.0,0.0,6.0
DEU,2022,0.0,6.0,0.0,0.0
DMA,2022,0.0,6.0,0.0,4.50753939612502
DNK,2022,0.0,6.0,0.0,0.0
DZA,2022,0.0,3.0344827586206895,0.0,3.9930797581787663
ECU,2022,0.0,6.0,5.999999999994,3.758226024929814
EGY,2022,0.0,3.458650401340786,3.999999999996,4.999999999998995
ESP,2022,0.0,6.0,0.0,0.0
EST,2022,0.0,6.0,2.6930637217194318,6.0
FIN,2022,0.0,6.0,0.0,0.0
FJI,2022,0.0,0.999999999999,0.5079365079365079,1.999999999998
FRA,2022,0.0,6.0,0.0,0.0
FRO,2022,0.0,2.388794906556567,4.999999999998016,3.999999999997758
GBR,2022,0.0,6.0,0.0,0.0
GEO,2022,0.0,6.0,5.999999999999264,5.999999999999
GHA,2022,0.0,0.999999999999,0.0,2.9999999999997584
GRC,2022,0.0,6.0,0.0,0.0
GRD,2022,0.0,6.0,0.0,4.50753939612502
GRL,2022,0.0,3.999999999996,0.0,0.0
GUY,2022,0.0,6.0,0.0,4.507129474255123
HRV,2022,0.0,6.0,3.2920353982300883,6.0
HTI,2022,0.0,6.0,0.0,2.999999999997
HUN,2022,0.0,6.0,0.0,6.0
IND,2022,0.0,0.0,3.999999999996,5.999999999999
IRL,2022,0.0,6.0,0.0,0.0
ISL,2022,0.0,6.0,6.0,0.0
ITA,2022,0.0,6.0,0.0,0.0
JAM,2022,0.0,6.0,0.0,4.507129474255123
KAZ,2022,0.0,0.0,0.0,6.0
KEN,2022,0.0,2.7003567181923867,0.0,3.9999999999997584
KNA,2022,0.0,6.0,0.0,4.50753939612502
LBN,2022,0.0,2.4690265486725664,3.999999999996,3.4913033040418435
LCA,2022,0.0,6.0,0.0,4.50753939612502
LIE,2022,0.0,6.0,6.0,0.0
LSO,2022,0.0,4.999999999997,1.999999999998,3.999999999998
LTU,2022,0.0,6.0,2.3307182387642156,6.0
LUX,2022,0.0,6.0,0.0,0.0
LVA,2022,0.0,6.0,2.7643374080155687,6.0
MCO,2022,0.0,0.0,0.0,0.0
MDA,2022,0.0,6.0,0.0,5.999999999998508
MDG,2022,0.0,0.0,0.0,3.999999999999
MKD,2022,0.0,2.5396825396825395,2.999999999997,5.999999999999853
MLT,2022,0.0,6.0,0.0,6.0
MNE,2022,0.0,2.999999999997,2.999999999997,6.0
MOZ,2022,0.0,4.999999999997,0.0,3.999999999998
MSR,2022,0.0,3.999999999996,0.0,4.50753939612502
MUS,2022,0.0,0.0,0.0,5.0
NAM,2022,0.0,4.999999999997,1.999999999998,4.999999999998
NCL,2022,0.0,3.999999999996,0.0,0.0
NLD,2022,0.0,6.0,0.0,0.0
NOR,2022,0.0,6.0,6.0,0.0
PAK,2022,0.0,0.0,0.0,4.999999999999
PCN,2022,0.0,3.999999999996,0.0,0.0
PHL,2022,0.0,0.0,5.999999999999,5.507936507936508
PNG,2022,0.0,0.999999999999,2.6943206943206945,1.999999999998
POL,2022,0.0,6.0,0.0,6.0
PRT,2022,0.0,6.0,0.0,0.0
PSE,2022,0.0,1.999999999998,1.999999999998,4.174603174600842
PYF,2022,0.0,3.999999999996,0.0,0.0
ROU,2022,0.0,6.0,0.0,6.0
SLB,2022,0.0,1.0,2.9999999999996945,1.999999999998
SMR,2022,0.0,0.0,0.0,0.0
SPM,2022,0.0,3.999999999996,0.0,0.0
SRB,2022,0.0,5.264033264033264,4.517241379308862,5.999999999999
SUR,2022,0.0,6.0,0.0,4.5046034000474915
SVK,2022,0.0,6.0,0.0,6.0
SVN,2022,0.0,6.0,2.275862068965517,6.0
SWE,2022,0.0,6.0,0.0,0.0
SWZ,2022,0.0,4.999999999997,1.999999999998,4.999999999999
SYC,2022,0.0,0.0,0.0,3.999999999999
SYR,2022,0.0,0.0,0.0,3.7578735197757895
TCA,2022,0.0,3.999999999996,0.0,0.0
TTO,2022,0.0,6.0,0.0,4.507129474255123
TUN,2022,0.0,2.999999999997,2.999999999997,4.999999999999758
TUR,2022,0.0,3.999999999999,0.0,6.0
TZA,2022,0.0,2.4589774078478,0.0,4.999999999999
UGA,2022,0.0,2.4589774078478,0.0,3.9999999999997584
UKR,2022,0.0,6.0,5.999999999996,6.0
URY,2022,0.0,0.0,0.0,6.0
VCT,2022,0.0,6.0,0.0,4.50753939612502
WLF,2022,0.0,3.999999999996,0.0,0.0
WSM,2022,0.0,1.0,2.9999999999996945,1.999999999998
XKX,2022,0.0,5.758620689652448,0.0,5.999999999998
ZAF,2022,0.0,4.999999999999,1.999999999998,5.0
ZMB,2022,0.0,0.0,0.0,4.999999999999
ZWE,2022,0.0,0.0,0.0,4.999999999999
COK,1989,0.0,0.0,0.5079365079365079,0.0
FJI,1989,0.0,0.0,0.5079365079365079,0.0
FSM,1989,0.0,0.0,0.0,0.0
KIR,1989,0.0,0.0,0.5079365079365079,0.0
MHL,1989,0.0,0.0,0.0,0.0
NIU,1989,0.0,0.0,0.5079365079365079,0.0
NRU,1989,0.0,0.0,0.0,0.0
NZL,1989,0.0,0.0,3.7578735197766706,0.0
PNG,1989,0.0,0.0,0.5079365079365079,0.0
SLB,1989,0.0,0.0,0.5079365079365079,0.0
TON,1989,0.0,0.0,0.5079365079365079,0.0
TUV,1989,0.0,0.0,0.5079365079365079,0.0
VUT,1989,0.0,0.0,0.0,0.0
WSM,1989,0.0,0.0,0.5079365079365079,0.0
COK,1990,0.0,0.0,0.5079365079365079,0.0
FJI,1990,0.0,0.0,0.5079365079365079,0.0
FSM,1990,0.0,0.0,0.0,0.0
KIR,1990,0.0,0.0,0.5079365079365079,0.0
MHL,1990,0.0,0.0,0.0,0.0
NIU,1990,0.0,0.0,0.5079365079365079,0.0
NRU,1990,0.0,0.0,0.0,0.0
NZL,1990,0.0,0.0,3.7578735197766706,0.0
PNG,1990,0.0,0.0,0.5079365079365079,0.0
SLB,1990,0.0,0.0,0.5079365079365079,0.0
TON,1990,0.0,0.0,0.5079365079365079,0.0
TUV,1990,0.0,0.0,0.5079365079365079,0.0
VUT,1990,0.0,0.0,0.0,0.0
WSM,1990,0.0,0.0,0.5079365079365079,0.0
COK,1991,0.0,0.0,0.5079365079365079,0.0
FJI,1991,0.0,0.0,0.5079365079365079,0.0
FSM,1991,0.0,0.0,0.0,0.0
KIR,1991,0.0,0.0,0.5079365079365079,0.0
MHL,1991,0.0,0.0,0.0,0.0
NIU,1991,0.0,0.0,0.5079365079365079,0.0
NRU,1991,0.0,0.0,0.0,0.0
NZL,1991,0.0,0.0,3.7578735197766706,0.0
PNG,1991,0.0,0.0,0.5079365079365079,0.0
SLB,1991,0.0,0.0,0.5079365079365079,0.0
TON,1991,0.0,0.0,0.5079365079365079,0.0
TUV,1991,0.0,0.0,0.5079365079365079,0.0
VUT,1991,0.0,0.0,0.0,0.0
WSM,1991,0.0,0.0,0.5079365079365079,0.0
COK,1992,0.0,0.0,0.5079365079365079,0.0
FJI,1992,0.0,0.0,0.5079365079365079,0.0
FSM,1992,0.0,0.0,0.0,0.0
KIR,1992,0.0,0.0,0.5079365079365079,0.0
MHL,1992,0.0,0.0,0.0,0.0
NIU,1992,0.0,0.0,0.5079365079365079,0.0
NRU,1992,0.0,0.0,0.0,0.0
NZL,1992,0.0,0.0,3.7578735197766706,0.0
PNG,1992,0.0,0.0,0.5079365079365079,0.0
SLB,1992,0.0,0.0,0.5079365079365079,0.0
TON,1992,0.0,0.0,0.5079365079365079,0.0
TUV,1992,0.0,0.0,0.5079365079365079,0.0
VUT,1992,0.0,0.0,0.0,0.0
WSM,1992,0.0,0.0,0.5079365079365079,0.0
COK,1993,0.0,0.0,0.5079365079365079,0.0
FJI,1993,0.0,0.0,0.5079365079365079,0.0
FSM,1993,0.0,0.0,0.0,0.0
KIR,1993,0.0,0.0,0.5079365079365079,0.0
MHL,1993,0.0,0.0,0.0,0.0
NIU,1993,0.0,0.0,0.5079365079365079,0.0
NRU,1993,0.0,0.0,0.0,0.0
NZL,1993,0.0,0.0,3.7578735197766706,0.0
PNG,1993,0.0,0.0,0.5079365079365079,0.0
SLB,1993,0.0,0.0,0.5079365079365079,0.0
TON,1993,0.0,0.0,0.5079365079365079,0.0
TUV,1993,0.0,0.0,0.5079365079365079,0.0
VUT,1993,0.0,0.0,0.0,0.0
WSM,1993,0.0,0.0,0.5079365079365079,0.0
COK,1994,0.0,0.0,0.5079365079365079,0.0
FJI,1994,0.0,0.0,0.5079365079365079,0.0
FSM,1994,0.0,0.0,0.0,0.0
KIR,1994,0.0,0.0,0.5079365079365079,0.0
MHL,1994,0.0,0.0,0.0,0.0
NIU,1994,0.0,0.0,0.5079365079365079,0.0
NRU,1994,0.0,0.0,0.0,0.0
NZL,1994,0.0,0.0,3.7578735197766706,0.0
PNG,1994,0.0,0.0,0.5079365079365079,0.0
SLB,1994,0.0,0.0,0.5079365079365079,0.0
TON,1994,0.0,0.0,0.5079365079365079,0.0
TUV,1994,0.0,0.0,0.5079365079365079,0.0
VUT,1994,0.0,0.0,0.0,0.0
WSM,1994,0.0,0.0,0.5079365079365079,0.0
COK,1995,0.0,0.0,0.5079365079365079,0.0
FJI,1995,0.0,0.0,0.5079365079365079,0.0
FSM,1995,0.0,0.0,0.0,0.0
KIR,1995,0.0,0.0,0.5079365079365079,0.0
MHL,1995,0.0,0.0,0.0,0.0
NIU,1995,0.0,0.0,0.5079365079365079,0.0
NRU,1995,0.0,0.0,0.0,0.0
NZL,1995,0.0,0.0,3.7578735197766706,0.0
PNG,1995,0.0,0.0,0.5079365079365079,0.0
SLB,1995,0.0,0.0,0.5079365079365079,0.0
TON,1995,0.0,0.0,0.5079365079365079,0.0
TUV,1995,0.0,0.0,0.5079365079365079,0.0
VUT,1995,0.0,0.0,0.0,0.0
WSM,1995,0.0,0.0,0.5079365079365079,0.0
COK,1996,0.0,0.0,0.5079365079365079,0.0
FJI,1996,0.0,0.0,0.5079365079365079,0.0
FSM,1996,0.0,0.0,0.0,0.0
KIR,1996,0.0,0.0,0.5079365079365079,0.0
MHL,1996,0.0,0.0,0.0,0.0
NIU,1996,0.0,0.0,0.5079365079365079,0.0
NRU,1996,0.0,0.0,0.0,0.0
NZL,1996,0.0,0.0,3.7578735197766706,0.0
PNG,1996,0.0,0.0,0.5079365079365079,0.0
SLB,1996,0.0,0.0,0.5079365079365079,0.0
TON,1996,0.0,0.0,0.5079365079365079,0.0
TUV,1996,0.0,0.0,0.5079365079365079,0.0
VUT,1996,0.0,0.0,0.0,0.0
WSM,1996,0.0,0.0,0.5079365079365079,0.0
COK,1997,0.0,0.0,0.5079365079365079,0.0
FJI,1997,0.0,0.0,0.5079365079365079,0.0
FSM,1997,0.0,0.0,0.0,0.0
KIR,1997,0.0,0.0,0.5079365079365079,0.0
MHL,1997,0.0,0.0,0.0,0.0
NIU,1997,0.0,0.0,0.5079365079365079,0.0
NRU,1997,0.0,0.0,0.0,0.0
NZL,1997,0.0,0.0,3.7578735197766706,0.0
PNG,1997,0.0,0.0,0.5079365079365079,0.0
SLB,1997,0.0,0.0,0.5079365079365079,0.0
TON,1997,0.0,0.0,0.5079365079365079,0.0
TUV,1997,0.0,0.0,0.5079365079365079,0.0
VUT,1997,0.0,0.0,0.0,0.0
WSM,1997,0.0,0.0,0.5079365079365079,0.0
COK,1998,0.0,0.0,0.5079365079365079,0.0
FJI,1998,0.0,0.0,0.5079365079365079,0.0
FSM,1998,0.0,0.0,0.0,0.0
KIR,1998,0.0,0.0,0.5079365079365079,0.0
MHL,1998,0.0,0.0,0.0,0.0
NIU,1998,0.0,0.0,0.5079365079365079,0.0
NRU,1998,0.0,0.0,0.0,0.0
NZL,1998,0.0,0.0,3.7578735197766706,0.0
PNG,1998,0.0,0.0,0.5079365079365079,0.0
SLB,1998,0.0,0.0,0.5079365079365079,0.0
TON,1998,0.0,0.0,0.5079365079365079,0.0
TUV,1998,0.0,0.0,0.5079365079365079,0.0
VUT,1998,0.0,0.0,0.0,0.0
WSM,1998,0.0,0.0,0.5079365079365079,0.0
COK,1999,0.0,0.0,0.5079365079365079,0.0
FJI,1999,0.0,0.0,0.5079365079365079,0.0
FSM,1999,0.0,0.0,0.0,0.0
KIR,1999,0.0,0.0,0.5079365079365079,0.0
MHL,1999,0.0,0.0,0.0,0.0
NIU,1999,0.0,0.0,0.5079365079365079,0.0
NRU,1999,0.0,0.0,0.0,0.0
NZL,1999,0.0,0.0,3.7578735197766706,0.0
PNG,1999,0.0,0.0,0.5079365079365079,0.0
PSE,1999,0.0,0.0,1.999999999998,1.841269841269841
SLB,1999,0.0,0.0,0.5079365079365079,0.0
TON,1999,0.0,0.0,0.5079365079365079,0.0
TUV,1999,0.0,0.0,0.5079365079365079,0.0
VUT,1999,0.0,0.0,0.0,0.0
WSM,1999,0.0,0.0,0.5079365079365079,0.0
COK,2000,0.0,0.0,0.5079365079365079,0.0
FJI,2000,0.0,0.0,0.5079365079365079,0.0
FSM,2000,0.0,0.0,0.0,0.0
KIR,2000,0.0,0.0,0.5079365079365079,0.0
MHL,2000,0.0,0.0,0.0,0.0
NIU,2000,0.0,0.0,0.5079365079365079,0.0
NRU,2000,0.0,0.0,0.0,0.0
NZL,2000,0.0,0.0,3.7578735197766706,0.0
PNG,2000,0.0,0.0,0.5079365079365079,0.0
PSE,2000,0.0,0.0,1.999999999998,1.841269841269841
SLB,2000,0.0,0.0,0.5079365079365079,0.0
TON,2000,0.0,0.0,0.5079365079365079,0.0
TUV,2000,0.0,0.0,0.5079365079365079,0.0
VUT,2000,0.0,0.0,0.0,0.0
WSM,2000,0.0,0.0,0.5079365079365079,0.0
COK,2001,0.0,0.0,0.5079365079365079,0.0
FJI,2001,0.0,0.0,0.5079365079365079,0.0
FSM,2001,0.0,0.0,0.0,0.0
KIR,2001,0.0,0.0,0.5079365079365079,0.0
MHL,2001,0.0,0.0,0.0,0.0
NIU,2001,0.0,0.0,0.5079365079365079,0.0
NRU,2001,0.0,0.0,0.0,0.0
NZL,2001,0.0,0.0,5.999999999997758,0.0
PNG,2001,0.0,0.0,0.5079365079365079,0.0
PSE,2001,0.0,0.0,1.999999999998,1.841269841269841
SGP,2001,0.0,0.0,5.999999999994,3.5079365079340157
SLB,2001,0.0,0.0,0.5079365079365079,0.0
TON,2001,0.0,0.0,0.5079365079365079,0.0
TUV,2001,0.0,0.0,0.5079365079365079,0.0
VUT,2001,0.0,0.0,0.0,0.0
WSM,2001,0.0,0.0,0.5079365079365079,0.0
COK,2002,0.0,0.0,0.5079365079365079,0.0
CRI,2002,0.0,0.0,0.999999999999,5.999999999999999
FJI,2002,0.0,0.0,0.5079365079365079,0.0
FSM,2002,0.0,0.0,0.0,0.0
HRV,2002,0.0,0.0,3.2920353982300883,1.6994291969661428
JPN,2002,0.0,0.0,4.999999999995,0.0
KIR,2002,0.0,0.0,0.5079365079365079,0.0
MHL,2002,0.0,0.0,0.0,0.0
MKD,2002,0.0,0.0,2.999999999997,4.507936507936421
NIU,2002,0.0,0.0,0.5079365079365079,0.0
NRU,2002,0.0,0.0,0.0,0.0
NZL,2002,0.0,0.0,5.999999999997758,0.0
PNG,2002,0.0,0.0,0.5079365079365079,0.0
PSE,2002,0.0,0.0,1.999999999998,1.841269841269841
SGP,2002,0.0,0.0,5.999999999999,3.5079365079340157
SLB,2002,0.0,0.0,0.5079365079365079,0.0
TON,2002,0.0,0.0,0.5079365079365079,0.0
TUV,2002,0.0,0.0,0.5079365079365079,0.0
VUT,2002,0.0,0.0,0.0,0.0
WSM,2002,0.0,0.0,0.5079365079365079,0.0
COK,2003,0.0,0.0,0.5079365079365079,1.999999999998
CRI,2003,0.0,0.0,0.999999999999,6.0
FJI,2003,0.0,0.0,0.5079365079365079,1.999999999998
FSM,2003,0.0,0.0,0.0,1.999999999998
HRV,2003,0.0,0.0,3.2920353982300883,3.329342633303309
JPN,2003,0.0,0.0,4.999999999995,0.0
KIR,2003,0.0,0.0,0.5079365079365079,1.999999999998
MHL,2003,0.0,0.0,0.0,0.0
MKD,2003,0.0,0.0,2.999999999997,4.507936507936465
NIU,2003,0.0,0.0,0.5079365079365079,1.999999999998
NRU,2003,0.0,0.0,0.0,1.999999999998
NZL,2003,0.0,0.0,5.999999999997758,0.0
PNG,2003,0.0,0.0,0.5079365079365079,1.999999999998
PSE,2003,0.0,0.0,1.999999999998,1.841269841269841
SGP,2003,0.0,0.0,5.999999999999,3.5079365079340157
SLB,2003,0.0,0.0,0.5079365079365079,1.999999999998
TON,2003,0.0,0.0,0.5079365079365079,1.999999999998
TUV,2003,0.0,0.0,0.5079365079365079,0.0
VUT,2003,0.0,0.0,0.0,0.0
WSM,2003,0.0,0.0,0.5079365079365079,1.999999999998
COK,2004,0.0,0.0,0.5079365079365079,1.999999999998
FJI,2004,0.0,0.0,0.5079365079365079,1.999999999998
FSM,2004,0.0,0.0,0.0,1.999999999998
HRV,2004,0.0,0.0,3.2920353982300883,4.715953327502717
JPN,2004,0.0,0.0,4.999999999995,0.0
KIR,2004,0.0,0.0,0.5079365079365079,1.999999999998
MHL,2004,0.0,0.0,0.0,0.0
NIU,2004,0.0,0.0,0.5079365079365079,1.999999999998
NRU,2004,0.0,0.0,0.0,1.999999999998
NZL,2004,0.0,0.0,5.999999999997758,0.0
PNG,2004,0.0,0.0,0.5079365079365079,1.999999999998
PSE,2004,0.0,0.0,1.999999999998,1.841269841269841
SLB,2004,0.0,0.0,0.5079365079365079,1.999999999998
TON,2004,0.0,0.0,0.5079365079365079,1.999999999998
TUV,2004,0.0,0.0,0.5079365079365079,0.0
VUT,2004,0.0,0.0,0.0,0.0
WSM,2004,0.0,0.0,0.5079365079365079,1.999999999998
COK,2005,0.0,0.0,0.5079365079365079,1.999999999998
FJI,2005,0.0,0.0,0.5079365079365079,1.999999999998
FSM,2005,0.0,0.0,0.0,1.999999999998
JPN,2005,0.0,0.0,5.999999999997,0.0
KIR,2005,0.0,0.0,0.5079365079365079,1.999999999998
MHL,2005,0.0,0.0,0.0,0.0
NIU,2005,0.0,0.0,0.5079365079365079,1.999999999998
NRU,2005,0.0,0.0,0.0,1.999999999998
NZL,2005,0.0,0.0,5.999999999999758,0.0
PNG,2005,0.0,0.0,0.5079365079365079,1.999999999998
PSE,2005,0.0,0.0,1.999999999998,4.174603174600842
SLB,2005,0.0,0.0,0.5079365079365079,1.999999999998
THA,2005,0.0,0.0,4.999999999998,3.5079365079350158
TON,2005,0.0,0.0,0.5079365079365079,1.999999999998
TUV,2005,0.0,0.0,0.5079365079365079,0.0
VUT,2005,0.0,0.0,0.0,1.999999999998
WSM,2005,0.0,0.0,0.5079365079365079,1.999999999998
BRN,2006,0.0,0.0,5.999999999994,2.9999999999975078
COK,2006,0.0,0.0,0.5079365079365079,1.999999999998
FJI,2006,0.0,0.0,0.5079365079365079,1.999999999998
FSM,2006,0.0,0.0,0.0,1.999999999998
JPN,2006,0.0,0.0,5.999999999998,0.0
KIR,2006,0.0,0.0,0.5079365079365079,1.999999999998
MHL,2006,0.0,0.0,0.0,0.0
MYS,2006,0.0,0.0,3.999999999996,3.5079365079340157
NIU,2006,0.0,0.0,0.5079365079365079,1.999999999998
NRU,2006,0.0,0.0,0.0,1.999999999998
NZL,2006,0.0,0.0,6.0,0.0
PNG,2006,0.0,0.0,0.5079365079365079,1.999999999998
PSE,2006,0.0,0.0,1.999999999998,4.174603174600842
SLB,2006,0.0,0.0,0.5079365079365079,1.999999999998
THA,2006,0.0,0.0,4.999999999998,3.5079365079350158
TON,2006,0.0,0.0,0.5079365079365079,1.999999999998
TUV,2006,0.0,0.0,0.5079365079365079,0.0
VUT,2006,0.0,0.0,0.0,1.999999999998
WSM,2006,0.0,0.0,0.5079365079365079,1.999999999998
BRN,2007,0.0,0.0,5.999999999994,2.999999999997913
COK,2007,0.0,0.0,0.5079365079365079,1.999999999998
FJI,2007,0.0,0.0,0.5079365079365079,1.999999999998
FSM,2007,0.0,0.0,0.0,1.999999999998
JPN,2007,0.0,0.0,6.0,0.0
KIR,2007,0.0,0.0,0.5079365079365079,1.999999999998
MHL,2007,0.0,0.0,0.0,0.0
MYS,2007,0.0,0.0,3.999999999996,3.5079365079344207
NIU,2007,0.0,0.0,0.5079365079365079,1.999999999998
NRU,2007,0.0,0.0,0.0,1.999999999998
NZL,2007,0.0,0.0,6.0,0.0
PNG,2007,0.0,0.0,0.5079365079365079,1.999999999998
PSE,2007,0.0,0.0,1.999999999998,4.174603174600842
SLB,2007,0.0,0.0,0.5079365079365079,1.999999999998
THA,2007,0.0,0.0,5.999999999998,3.5079365079350158
TON,2007,0.0,0.0,0.5079365079365079,1.999999999998
TUV,2007,0.0,0.0,0.5079365079365079,0.0
VUT,2007,0.0,0.0,0.0,1.999999999998
WSM,2007,0.0,0.0,0.5079365079365079,1.999999999998
BRN,2008,0.0,0.0,5.999999999998877,2.999999999997913
BWA,2008,0.0,0.0,1.999999999998,2.999999999998
CHN,2008,0.0,0.0,4.999999999995,4.999999999999
COK,2008,0.0,0.0,0.5079365079365079,1.999999999998
FJI,2008,0.0,0.0,0.5079365079365079,1.999999999998
FSM,2008,0.0,0.0,0.0,1.999999999998
IDN,2008,0.0,0.0,5.877338877334755,3.5079365079344207
JPN,2008,0.0,0.0,6.0,0.0
KHM,2008,0.0,0.0,1.7546777546777548,2.999999999997823
KIR,2008,0.0,0.0,0.5079365079365079,1.999999999998
LSO,2008,0.0,0.0,1.999999999998,2.999999999998
MHL,2008,0.0,0.0,0.0,0.0
MMR,2008,0.0,0.0,2.9999999999987548,2.999999999997823
MYS,2008,0.0,0.0,3.9999999999977547,5.507936507934508
NAM,2008,0.0,0.0,1.999999999998,4.999999999997
NIU,2008,0.0,0.0,0.5079365079365079,1.999999999998
NRU,2008,0.0,0.0,0.0,1.999999999998
NZL,2008,0.0,0.0,6.0,0.0
PNG,2008,0.0,0.0,0.5079365079365079,1.999999999998
PSE,2008,0.0,0.0,1.999999999998,4.174603174600842
SLB,2008,0.0,0.0,0.5079365079365079,1.999999999998
SWZ,2008,0.0,0.0,1.999999999998,4.999999999998
THA,2008,0.0,0.0,5.999999999998877,3.5079365079350158
TON,2008,0.0,0.0,0.5079365079365079,1.999999999998
TUV,2008,0.0,0.0,0.5079365079365079,1.999999999998
VUT,2008,0.0,0.0,0.0,1.999999999998
WSM,2008,0.0,0.0,0.5079365079365079,1.999999999998
BRN,2009,0.0,0.0,5.999999999999,2.9999999999988076
BWA,2009,0.0,0.0,1.999999999998,2.999999999998
CHN,2009,0.0,0.0,4.999999999995,5.0
COK,2009,0.0,0.0,0.5079365079365079,1.999999999998
FSM,2009,0.0,0.0,0.0,1.999999999998
IDN,2009,0.0,0.0,5.877338877334755,3.5079365079353155
JPN,2009,0.0,0.0,6.0,0.0
KHM,2009,0.0,0.0,2.9999999999987548,2.9999999999987916
KIR,2009,0.0,0.0,0.5079365079365079,1.999999999998
LSO,2009,0.0,0.0,1.999999999998,2.999999999998
MHL,2009,0.0,0.0,0.0,0.0
MMR,2009,0.0,0.0,2.9999999999987548,2.9999999999987916
MYS,2009,0.0,0.0,3.999999999999,5.507936507934508
NAM,2009,0.0,0.0,1.999999999998,4.999999999997
NIU,2009,0.0,0.0,0.5079365079365079,1.999999999998
NRU,2009,0.0,0.0,0.0,1.999999999998
NZL,2009,0.0,0.0,6.0,0.0
PSE,2009,0.0,0.0,1.999999999998,4.174603174600842
