ISO3,year,GeoV,GeoC,n_partners
TJK,2016,0.7434570954330028,0.6860540377699437,77.0
TJK,2017,0.6374903887026148,0.7738693930547361,76.0
TJK,2018,0.5828461232947464,0.6666105321921381,70.0
TJK,2019,0.6057458639775762,0.7879125181035157,80.0
TJK,2020,0.5884362269723661,0.7513333375555087,77.0
TJK,2021,0.795591645247833,0.8303479717213724,68.0
TJK,2022,0.5721271608612688,0.6889594119832969,75.0
TJK,2023,0.3926324318488598,0.5450307414757453,77.0
TKM,1992,1.4961148681643461,0.7193671247114222,17.0
TKM,1993,0.822624254710532,0.9456955899402878,38.0
TKM,1994,0.7465535891265342,1.013059615600392,43.0
TKM,1995,0.8942662430405088,0.955606295896804,51.0
TKM,1996,2.068631226386572,1.1750787227026989,42.0
TKM,1997,1.0027050001452882,1.2832240955282157,48.0
TKM,1998,0.8733207647184789,1.0416801984758537,42.0
TKM,1999,0.8726009129737892,1.0562314098376817,49.0
TKM,2000,0.6461724432457592,1.0494485304091417,51.0
TKM,2001,0.7597436051929046,0.9610740159683291,46.0
TKM,2002,0.7242431570125738,1.0280870326815692,70.0
TKM,2003,1.193670079474902,0.729248291568777,57.0
TKM,2004,1.7616195012959617,0.6700351029587169,72.0
TKM,2005,1.9305145528180752,0.6685237141137084,71.0
TKM,2006,1.407968473313698,0.6242658393063686,75.0
TKM,2007,1.8444151696385742,0.6847651043084622,75.0
TKM,2008,1.7286882277756608,0.5674825613278373,77.0
TKM,2009,1.5629944419627095,0.8456902525202439,72.0
TKM,2010,0.817305416036308,1.0596017554882398,77.0
