ISO3,year,D_N,D_S
BLZ,1998,0.0,3.757873519776982
BLZ,1999,0.0,3.757873519776982
BLZ,2000,0.0,3.757873519776982
BLZ,2001,0.0,4.449311275510863
BLZ,2002,0.0,4.449311275510863
BLZ,2003,0.0,4.449311275510863
BLZ,2004,0.0,4.449311275510863
BLZ,2005,0.0,4.5033767676366825
BLZ,2006,0.0,4.507129474255123
BLZ,2007,0.0,4.507129474255123
BLZ,2008,5.999999999994,4.507129474255123
BLZ,2009,5.999999999994,4.507129474255123
BLZ,2010,5.999999999994,4.507837516279103
BLZ,2011,5.999999999994,4.507837516279103
BLZ,2012,5.999999999994,4.507837516279103
BLZ,2013,5.999999999994,4.507837516279103
BLZ,2014,5.999999999994,4.507837516279103
