D口径,控制,FE,样本,时期,b_D,b_D2,se_D2,p_D2,拐点,N,国家数,支持
D_wbonly,+能力、hc,年份,发展中国家,1995–2019,0.006325356582049401,-0.0008991172855712019,0.0007046188747010311,0.20206146159937988,3.517536968511818,2665,115,False
D_wbonly,+能力、hc,年份,剔除中东欧入盟国,1990–2023,0.011737911245721003,-0.001587072297283473,0.0007428628225992057,0.03272485490403598,3.697976225094568,3166,107,True
D_wbonly,+能力、hc,年份,剔除中东欧入盟国,1995–2019,0.00843884502629458,-0.0010323373836497174,0.0007695282441926978,0.17988464312031027,4.087251493528188,2431,105,False
D_wbonly,+能力、hc,年份,全部国家,1990–2023,0.01048962546565158,-0.0014236105813710666,0.0005984039116211485,0.01740423380261724,3.6841625100696835,4319,145,True
D_wbonly,+能力、hc,年份,全部国家,1995–2019,0.005699414166318069,-0.0006881578693827333,0.0005801730009922208,0.23566273848917696,4.141065894829012,3311,143,False
D_wbonly,+能力、hc,区域×年份,发展中国家,1990–2023,0.004750180966813203,-0.0005199596352263478,0.0006419003610286836,0.41798332420648254,4.567836275161401,3465,117,False
D_wbonly,+能力、hc,区域×年份,发展中国家,1995–2019,0.005927243553859519,-0.0007805273080841721,0.0006752959191001783,0.24786616504898396,3.796948224917407,2665,115,False
D_wbonly,+能力、hc,区域×年份,剔除中东欧入盟国,1990–2023,0.006193489483121694,-0.0006708959187712195,0.0006766344065739975,0.321516296923388,4.615834818659644,3166,107,False
D_wbonly,+能力、hc,区域×年份,剔除中东欧入盟国,1995–2019,0.007533494840545269,-0.0009252843549765131,0.0007245594325971675,0.2017283622882422,4.070907932262886,2431,105,False
D_wbonly,+能力、hc,区域×年份,全部国家,1990–2023,0.006139498770251724,-0.0006360627148694734,0.0005026992279404941,0.20584061007056897,4.826174075862639,4319,145,False
D_wbonly,+能力、hc,区域×年份,全部国家,1995–2019,0.005494393481129838,-0.0007003960778799238,0.0005539332400184412,0.20618337026883227,3.9223474078846854,3311,143,False
